Heliumtest30
Sample30
GC / MS DATA FILE
11/11/2011 9:39:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 11096 at 6.89 minutes; base peak 3.9 m/z with intensity 116080; TIC = 127295	6.89	116080	127295	127322
SpectrumIndex 11097 at 6.89 minutes; base peak 3.9 m/z with intensity 119424; TIC = 130639	6.89	119424	130639	130664
SpectrumIndex 11098 at 6.89 minutes; base peak 3.9 m/z with intensity 119112; TIC = 130914	6.89	119112	130914	130938
SpectrumIndex 11099 at 6.89 minutes; base peak 3.9 m/z with intensity 122096; TIC = 133391	6.89	122096	133391	133412
SpectrumIndex 11100 at 6.89 minutes; base peak 3.9 m/z with intensity 116936; TIC = 128422	6.89	116936	128422	128447
SpectrumIndex 11101 at 6.90 minutes; base peak 3.9 m/z with intensity 115928; TIC = 126882	6.90	115928	126882	126907
SpectrumIndex 11102 at 6.90 minutes; base peak 3.9 m/z with intensity 115552; TIC = 125988	6.90	115552	125988	126011
SpectrumIndex 11103 at 6.90 minutes; base peak 3.9 m/z with intensity 120352; TIC = 131379	6.90	120352	131379	131400
SpectrumIndex 11104 at 6.90 minutes; base peak 3.9 m/z with intensity 120120; TIC = 130931	6.90	120120	130931	130953
SpectrumIndex 11105 at 6.90 minutes; base peak 3.9 m/z with intensity 121296; TIC = 133355	6.90	121296	133355	133378
SpectrumIndex 11106 at 6.90 minutes; base peak 3.9 m/z with intensity 118784; TIC = 130891	6.90	118784	130891	130914
SpectrumIndex 11107 at 6.90 minutes; base peak 3.9 m/z with intensity 120512; TIC = 132623	6.90	120512	132623	132646
SpectrumIndex 11108 at 6.90 minutes; base peak 3.9 m/z with intensity 120744; TIC = 131560	6.90	120744	131560	131577
SpectrumIndex 11109 at 6.90 minutes; base peak 3.9 m/z with intensity 116152; TIC = 128279	6.90	116152	128279	128299
SpectrumIndex 11110 at 6.90 minutes; base peak 3.9 m/z with intensity 118712; TIC = 129676	6.90	118712	129676	129703
SpectrumIndex 11111 at 6.90 minutes; base peak 3.9 m/z with intensity 122656; TIC = 133401	6.90	122656	133401	133423
SpectrumIndex 11112 at 6.90 minutes; base peak 3.9 m/z with intensity 123304; TIC = 133167	6.90	123304	133167	133188
SpectrumIndex 11113 at 6.90 minutes; base peak 3.9 m/z with intensity 118040; TIC = 127830	6.90	118040	127830	127848
SpectrumIndex 11114 at 6.90 minutes; base peak 3.9 m/z with intensity 116152; TIC = 126825	6.90	116152	126825	126849
SpectrumIndex 11115 at 6.90 minutes; base peak 3.9 m/z with intensity 118048; TIC = 130460	6.90	118048	130460	130482
SpectrumIndex 11116 at 6.90 minutes; base peak 3.9 m/z with intensity 120344; TIC = 131114	6.90	120344	131114	131141
SpectrumIndex 11117 at 6.90 minutes; base peak 3.9 m/z with intensity 125456; TIC = 135901	6.90	125456	135901	135921
SpectrumIndex 11118 at 6.91 minutes; base peak 3.9 m/z with intensity 119872; TIC = 130635	6.91	119872	130635	130660
SpectrumIndex 11119 at 6.91 minutes; base peak 3.9 m/z with intensity 121096; TIC = 133222	6.91	121096	133222	133243
SpectrumIndex 11120 at 6.91 minutes; base peak 3.9 m/z with intensity 117672; TIC = 128268	6.91	117672	128268	128286
SpectrumIndex 11121 at 6.91 minutes; base peak 3.9 m/z with intensity 116408; TIC = 127368	6.91	116408	127368	127387
SpectrumIndex 11122 at 6.91 minutes; base peak 3.9 m/z with intensity 120072; TIC = 130618	6.91	120072	130618	130638
SpectrumIndex 11123 at 6.91 minutes; base peak 3.9 m/z with intensity 118384; TIC = 129797	6.91	118384	129797	129819
SpectrumIndex 11124 at 6.91 minutes; base peak 3.9 m/z with intensity 120928; TIC = 132423	6.91	120928	132423	132449
SpectrumIndex 11125 at 6.91 minutes; base peak 3.9 m/z with intensity 120264; TIC = 132466	6.91	120264	132466	132498
SpectrumIndex 11126 at 6.91 minutes; base peak 3.9 m/z with intensity 118440; TIC = 130217	6.91	118440	130217	130239
SpectrumIndex 11127 at 6.91 minutes; base peak 3.9 m/z with intensity 119864; TIC = 130972	6.91	119864	130972	130998
SpectrumIndex 11128 at 6.91 minutes; base peak 3.9 m/z with intensity 118208; TIC = 129266	6.91	118208	129266	129285
SpectrumIndex 11129 at 6.91 minutes; base peak 3.9 m/z with intensity 125344; TIC = 137081	6.91	125344	137081	137101
SpectrumIndex 11130 at 6.91 minutes; base peak 3.9 m/z with intensity 120936; TIC = 132270	6.91	120936	132270	132288
SpectrumIndex 11131 at 6.91 minutes; base peak 3.9 m/z with intensity 118752; TIC = 129506	6.91	118752	129506	129531
SpectrumIndex 11132 at 6.91 minutes; base peak 3.9 m/z with intensity 118672; TIC = 130879	6.91	118672	130879	130901
SpectrumIndex 11133 at 6.91 minutes; base peak 3.9 m/z with intensity 120808; TIC = 132664	6.91	120808	132664	132689
SpectrumIndex 11134 at 6.92 minutes; base peak 3.9 m/z with intensity 122032; TIC = 132738	6.92	122032	132738	132766
SpectrumIndex 11135 at 6.92 minutes; base peak 3.9 m/z with intensity 116824; TIC = 128492	6.92	116824	128492	128514
SpectrumIndex 11136 at 6.92 minutes; base peak 3.9 m/z with intensity 120792; TIC = 132925	6.92	120792	132925	132954
SpectrumIndex 11137 at 6.92 minutes; base peak 3.9 m/z with intensity 120456; TIC = 131167	6.92	120456	131167	131188
SpectrumIndex 11138 at 6.92 minutes; base peak 3.9 m/z with intensity 118384; TIC = 129320	6.92	118384	129320	129336
SpectrumIndex 11139 at 6.92 minutes; base peak 3.9 m/z with intensity 122512; TIC = 133639	6.92	122512	133639	133666
SpectrumIndex 11140 at 6.92 minutes; base peak 3.9 m/z with intensity 121080; TIC = 132277	6.92	121080	132277	132293
SpectrumIndex 11141 at 6.92 minutes; base peak 3.9 m/z with intensity 118944; TIC = 129190	6.92	118944	129190	129216
SpectrumIndex 11142 at 6.92 minutes; base peak 3.9 m/z with intensity 116864; TIC = 128017	6.92	116864	128017	128038
SpectrumIndex 11143 at 6.92 minutes; base peak 3.9 m/z with intensity 120248; TIC = 131292	6.92	120248	131292	131309
SpectrumIndex 11144 at 6.92 minutes; base peak 3.9 m/z with intensity 119184; TIC = 129969	6.92	119184	129969	129991
SpectrumIndex 11145 at 6.92 minutes; base peak 3.9 m/z with intensity 119344; TIC = 129437	6.92	119344	129437	129458
SpectrumIndex 11146 at 6.92 minutes; base peak 3.9 m/z with intensity 120352; TIC = 132192	6.92	120352	132192	132221
SpectrumIndex 11147 at 6.92 minutes; base peak 3.9 m/z with intensity 120656; TIC = 131804	6.92	120656	131804	131821
SpectrumIndex 11148 at 6.92 minutes; base peak 3.9 m/z with intensity 120200; TIC = 131418	6.92	120200	131418	131445
SpectrumIndex 11149 at 6.92 minutes; base peak 3.9 m/z with intensity 117376; TIC = 129065	6.92	117376	129065	129092
SpectrumIndex 11150 at 6.93 minutes; base peak 3.9 m/z with intensity 118240; TIC = 128332	6.93	118240	128332	128350
SpectrumIndex 11151 at 6.93 minutes; base peak 3.9 m/z with intensity 119504; TIC = 131137	6.93	119504	131137	131162
SpectrumIndex 11152 at 6.93 minutes; base peak 3.9 m/z with intensity 123008; TIC = 133631	6.93	123008	133631	133650
SpectrumIndex 11153 at 6.93 minutes; base peak 3.9 m/z with intensity 122576; TIC = 133568	6.93	122576	133568	133591
SpectrumIndex 11154 at 6.93 minutes; base peak 3.9 m/z with intensity 116848; TIC = 128466	6.93	116848	128466	128480
SpectrumIndex 11155 at 6.93 minutes; base peak 3.9 m/z with intensity 117456; TIC = 127976	6.93	117456	127976	127999
SpectrumIndex 11156 at 6.93 minutes; base peak 3.9 m/z with intensity 123888; TIC = 134754	6.93	123888	134754	134775
SpectrumIndex 11157 at 6.93 minutes; base peak 3.9 m/z with intensity 118984; TIC = 129226	6.93	118984	129226	129251
SpectrumIndex 11158 at 6.93 minutes; base peak 3.9 m/z with intensity 120624; TIC = 133089	6.93	120624	133089	133111
SpectrumIndex 11159 at 6.93 minutes; base peak 3.9 m/z with intensity 119352; TIC = 129900	6.93	119352	129900	129918
SpectrumIndex 11160 at 6.93 minutes; base peak 3.9 m/z with intensity 119312; TIC = 129799	6.93	119312	129799	129821
SpectrumIndex 11161 at 6.93 minutes; base peak 3.9 m/z with intensity 123720; TIC = 136026	6.93	123720	136026	136048
SpectrumIndex 11162 at 6.93 minutes; base peak 3.9 m/z with intensity 118616; TIC = 129616	6.93	118616	129616	129639
SpectrumIndex 11163 at 6.93 minutes; base peak 3.9 m/z with intensity 116800; TIC = 128170	6.93	116800	128170	128194
SpectrumIndex 11164 at 6.93 minutes; base peak 3.9 m/z with intensity 119320; TIC = 129421	6.93	119320	129421	129444
SpectrumIndex 11165 at 6.93 minutes; base peak 3.9 m/z with intensity 120704; TIC = 131286	6.93	120704	131286	131308
SpectrumIndex 11166 at 6.93 minutes; base peak 3.9 m/z with intensity 120928; TIC = 132685	6.93	120928	132685	132709
SpectrumIndex 11167 at 6.94 minutes; base peak 3.9 m/z with intensity 118728; TIC = 129377	6.94	118728	129377	129398
SpectrumIndex 11168 at 6.94 minutes; base peak 3.9 m/z with intensity 120576; TIC = 131376	6.94	120576	131376	131402
SpectrumIndex 11169 at 6.94 minutes; base peak 3.9 m/z with intensity 117040; TIC = 128359	6.94	117040	128359	128379
SpectrumIndex 11170 at 6.94 minutes; base peak 3.9 m/z with intensity 118456; TIC = 130113	6.94	118456	130113	130138
SpectrumIndex 11171 at 6.94 minutes; base peak 3.9 m/z with intensity 119976; TIC = 131596	6.94	119976	131596	131620
SpectrumIndex 11172 at 6.94 minutes; base peak 3.9 m/z with intensity 119248; TIC = 130532	6.94	119248	130532	130557
SpectrumIndex 11173 at 6.94 minutes; base peak 3.9 m/z with intensity 117520; TIC = 128500	6.94	117520	128500	128525
SpectrumIndex 11174 at 6.94 minutes; base peak 3.9 m/z with intensity 119200; TIC = 130683	6.94	119200	130683	130703
SpectrumIndex 11175 at 6.94 minutes; base peak 3.9 m/z with intensity 122696; TIC = 132879	6.94	122696	132879	132902
SpectrumIndex 11176 at 6.94 minutes; base peak 3.9 m/z with intensity 118032; TIC = 130213	6.94	118032	130213	130240
SpectrumIndex 11177 at 6.94 minutes; base peak 3.9 m/z with intensity 119240; TIC = 130233	6.94	119240	130233	130257
SpectrumIndex 11178 at 6.94 minutes; base peak 3.9 m/z with intensity 119504; TIC = 130998	6.94	119504	130998	131020
SpectrumIndex 11179 at 6.94 minutes; base peak 3.9 m/z with intensity 124360; TIC = 136083	6.94	124360	136083	136111
SpectrumIndex 11180 at 6.94 minutes; base peak 3.9 m/z with intensity 122352; TIC = 133190	6.94	122352	133190	133211
SpectrumIndex 11181 at 6.94 minutes; base peak 3.9 m/z with intensity 118864; TIC = 129420	6.94	118864	129420	129449
SpectrumIndex 11182 at 6.94 minutes; base peak 3.9 m/z with intensity 118256; TIC = 129300	6.94	118256	129300	129318
SpectrumIndex 11183 at 6.95 minutes; base peak 3.9 m/z with intensity 119808; TIC = 130662	6.95	119808	130662	130685
SpectrumIndex 11184 at 6.95 minutes; base peak 3.9 m/z with intensity 122680; TIC = 134354	6.95	122680	134354	134372
SpectrumIndex 11185 at 6.95 minutes; base peak 3.9 m/z with intensity 118744; TIC = 130189	6.95	118744	130189	130209
SpectrumIndex 11186 at 6.95 minutes; base peak 3.9 m/z with intensity 115144; TIC = 126211	6.95	115144	126211	126237
SpectrumIndex 11187 at 6.95 minutes; base peak 3.9 m/z with intensity 120656; TIC = 132454	6.95	120656	132454	132472
SpectrumIndex 11188 at 6.95 minutes; base peak 3.9 m/z with intensity 118688; TIC = 129781	6.95	118688	129781	129801
SpectrumIndex 11189 at 6.95 minutes; base peak 3.9 m/z with intensity 119648; TIC = 130232	6.95	119648	130232	130255
SpectrumIndex 11190 at 6.95 minutes; base peak 3.9 m/z with intensity 117192; TIC = 127983	6.95	117192	127983	128011
SpectrumIndex 11191 at 6.95 minutes; base peak 3.9 m/z with intensity 123312; TIC = 134252	6.95	123312	134252	134273
SpectrumIndex 11192 at 6.95 minutes; base peak 3.9 m/z with intensity 115688; TIC = 127755	6.95	115688	127755	127778
SpectrumIndex 11193 at 6.95 minutes; base peak 3.9 m/z with intensity 123024; TIC = 133576	6.95	123024	133576	133599
SpectrumIndex 11194 at 6.95 minutes; base peak 3.9 m/z with intensity 123776; TIC = 135638	6.95	123776	135638	135664
SpectrumIndex 11195 at 6.95 minutes; base peak 3.9 m/z with intensity 116456; TIC = 127658	6.95	116456	127658	127680
SpectrumIndex 11196 at 6.95 minutes; base peak 3.9 m/z with intensity 117928; TIC = 128155	6.95	117928	128155	128172
SpectrumIndex 11197 at 6.95 minutes; base peak 3.9 m/z with intensity 119040; TIC = 128911	6.95	119040	128911	128932
SpectrumIndex 11198 at 6.95 minutes; base peak 3.9 m/z with intensity 118568; TIC = 129862	6.95	118568	129862	129884
SpectrumIndex 11199 at 6.96 minutes; base peak 3.9 m/z with intensity 119760; TIC = 130768	6.96	119760	130768	130794
SpectrumIndex 11200 at 6.96 minutes; base peak 3.9 m/z with intensity 120776; TIC = 131889	6.96	120776	131889	131910
SpectrumIndex 11201 at 6.96 minutes; base peak 3.9 m/z with intensity 119072; TIC = 131089	6.96	119072	131089	131108
SpectrumIndex 11202 at 6.96 minutes; base peak 3.9 m/z with intensity 119096; TIC = 130605	6.96	119096	130605	130632
SpectrumIndex 11203 at 6.96 minutes; base peak 3.9 m/z with intensity 121040; TIC = 132511	6.96	121040	132511	132530
SpectrumIndex 11204 at 6.96 minutes; base peak 3.9 m/z with intensity 117832; TIC = 129020	6.96	117832	129020	129042
SpectrumIndex 11205 at 6.96 minutes; base peak 3.9 m/z with intensity 120736; TIC = 134151	6.96	120736	134151	134174
SpectrumIndex 11206 at 6.96 minutes; base peak 3.9 m/z with intensity 118720; TIC = 130140	6.96	118720	130140	130156
SpectrumIndex 11207 at 6.96 minutes; base peak 3.9 m/z with intensity 122616; TIC = 135965	6.96	122616	135965	135993
SpectrumIndex 11208 at 6.96 minutes; base peak 3.9 m/z with intensity 122016; TIC = 134406	6.96	122016	134406	134428
SpectrumIndex 11209 at 6.96 minutes; base peak 3.9 m/z with intensity 117480; TIC = 129375	6.96	117480	129375	129398
SpectrumIndex 11210 at 6.96 minutes; base peak 3.9 m/z with intensity 117152; TIC = 129055	6.96	117152	129055	129072
SpectrumIndex 11211 at 6.96 minutes; base peak 3.9 m/z with intensity 118848; TIC = 130586	6.96	118848	130586	130615
SpectrumIndex 11212 at 6.96 minutes; base peak 3.9 m/z with intensity 125256; TIC = 135894	6.96	125256	135894	135914
SpectrumIndex 11213 at 6.96 minutes; base peak 3.9 m/z with intensity 121088; TIC = 132337	6.96	121088	132337	132365
SpectrumIndex 11214 at 6.96 minutes; base peak 3.9 m/z with intensity 120632; TIC = 132161	6.96	120632	132161	132185
SpectrumIndex 11215 at 6.96 minutes; base peak 3.9 m/z with intensity 119592; TIC = 130549	6.96	119592	130549	130568
SpectrumIndex 11216 at 6.97 minutes; base peak 3.9 m/z with intensity 119360; TIC = 130276	6.97	119360	130276	130296
SpectrumIndex 11217 at 6.97 minutes; base peak 3.9 m/z with intensity 120856; TIC = 132042	6.97	120856	132042	132067
SpectrumIndex 11218 at 6.97 minutes; base peak 3.9 m/z with intensity 116832; TIC = 127918	6.97	116832	127918	127941
SpectrumIndex 11219 at 6.97 minutes; base peak 3.9 m/z with intensity 121944; TIC = 133640	6.97	121944	133640	133664
SpectrumIndex 11220 at 6.97 minutes; base peak 3.9 m/z with intensity 119880; TIC = 130968	6.97	119880	130968	130987
SpectrumIndex 11221 at 6.97 minutes; base peak 3.9 m/z with intensity 117872; TIC = 129470	6.97	117872	129470	129495
SpectrumIndex 11222 at 6.97 minutes; base peak 3.9 m/z with intensity 118624; TIC = 129311	6.97	118624	129311	129336
SpectrumIndex 11223 at 6.97 minutes; base peak 3.9 m/z with intensity 118936; TIC = 130398	6.97	118936	130398	130420
SpectrumIndex 11224 at 6.97 minutes; base peak 3.9 m/z with intensity 117704; TIC = 128592	6.97	117704	128592	128621
SpectrumIndex 11225 at 6.97 minutes; base peak 3.9 m/z with intensity 116720; TIC = 127428	6.97	116720	127428	127446
SpectrumIndex 11226 at 6.97 minutes; base peak 3.9 m/z with intensity 121016; TIC = 132594	6.97	121016	132594	132620
SpectrumIndex 11227 at 6.97 minutes; base peak 3.9 m/z with intensity 121616; TIC = 132370	6.97	121616	132370	132397
SpectrumIndex 11228 at 6.97 minutes; base peak 3.9 m/z with intensity 119832; TIC = 131744	6.97	119832	131744	131769
SpectrumIndex 11229 at 6.97 minutes; base peak 3.9 m/z with intensity 118920; TIC = 131408	6.97	118920	131408	131430
SpectrumIndex 11230 at 6.97 minutes; base peak 3.9 m/z with intensity 116208; TIC = 128082	6.97	116208	128082	128101
SpectrumIndex 11231 at 6.97 minutes; base peak 3.9 m/z with intensity 121536; TIC = 133439	6.97	121536	133439	133463
SpectrumIndex 11232 at 6.98 minutes; base peak 3.9 m/z with intensity 118232; TIC = 128891	6.98	118232	128891	128914
SpectrumIndex 11233 at 6.98 minutes; base peak 3.9 m/z with intensity 120984; TIC = 131584	6.98	120984	131584	131604
SpectrumIndex 11234 at 6.98 minutes; base peak 3.9 m/z with intensity 117128; TIC = 127750	6.98	117128	127750	127770
SpectrumIndex 11235 at 6.98 minutes; base peak 3.9 m/z with intensity 121760; TIC = 132401	6.98	121760	132401	132422
SpectrumIndex 11236 at 6.98 minutes; base peak 3.9 m/z with intensity 123848; TIC = 134925	6.98	123848	134925	134951
SpectrumIndex 11237 at 6.98 minutes; base peak 3.9 m/z with intensity 117224; TIC = 127751	6.98	117224	127751	127775
SpectrumIndex 11238 at 6.98 minutes; base peak 3.9 m/z with intensity 116136; TIC = 128109	6.98	116136	128109	128135
SpectrumIndex 11239 at 6.98 minutes; base peak 3.9 m/z with intensity 113536; TIC = 124829	6.98	113536	124829	124855
SpectrumIndex 11240 at 6.98 minutes; base peak 3.9 m/z with intensity 121008; TIC = 132806	6.98	121008	132806	132837
SpectrumIndex 11241 at 6.98 minutes; base peak 3.9 m/z with intensity 119400; TIC = 130348	6.98	119400	130348	130375
SpectrumIndex 11242 at 6.98 minutes; base peak 3.9 m/z with intensity 119704; TIC = 129945	6.98	119704	129945	129978
SpectrumIndex 11243 at 6.98 minutes; base peak 3.9 m/z with intensity 118232; TIC = 129093	6.98	118232	129093	129114
SpectrumIndex 11244 at 6.98 minutes; base peak 3.9 m/z with intensity 117272; TIC = 128126	6.98	117272	128126	128150
SpectrumIndex 11245 at 6.98 minutes; base peak 3.9 m/z with intensity 119024; TIC = 130738	6.98	119024	130738	130761
SpectrumIndex 11246 at 6.98 minutes; base peak 3.9 m/z with intensity 122168; TIC = 133834	6.98	122168	133834	133856
SpectrumIndex 11247 at 6.98 minutes; base peak 3.9 m/z with intensity 118312; TIC = 129752	6.98	118312	129752	129779
SpectrumIndex 11248 at 6.99 minutes; base peak 3.9 m/z with intensity 115464; TIC = 126369	6.99	115464	126369	126395
SpectrumIndex 11249 at 6.99 minutes; base peak 3.9 m/z with intensity 119680; TIC = 131044	6.99	119680	131044	131060
SpectrumIndex 11250 at 6.99 minutes; base peak 3.9 m/z with intensity 122488; TIC = 135233	6.99	122488	135233	135258
SpectrumIndex 11251 at 6.99 minutes; base peak 3.9 m/z with intensity 120360; TIC = 131657	6.99	120360	131657	131676
SpectrumIndex 11252 at 6.99 minutes; base peak 3.9 m/z with intensity 117472; TIC = 128999	6.99	117472	128999	129020
SpectrumIndex 11253 at 6.99 minutes; base peak 3.9 m/z with intensity 116760; TIC = 127693	6.99	116760	127693	127718
SpectrumIndex 11254 at 6.99 minutes; base peak 3.9 m/z with intensity 121248; TIC = 133322	6.99	121248	133322	133351
SpectrumIndex 11255 at 6.99 minutes; base peak 3.9 m/z with intensity 119304; TIC = 130031	6.99	119304	130031	130053
SpectrumIndex 11256 at 6.99 minutes; base peak 3.9 m/z with intensity 119560; TIC = 131702	6.99	119560	131702	131722
SpectrumIndex 11257 at 6.99 minutes; base peak 3.9 m/z with intensity 118016; TIC = 130089	6.99	118016	130089	130118
SpectrumIndex 11258 at 6.99 minutes; base peak 3.9 m/z with intensity 117416; TIC = 129402	6.99	117416	129402	129423
SpectrumIndex 11259 at 6.99 minutes; base peak 3.9 m/z with intensity 119520; TIC = 131575	6.99	119520	131575	131606
SpectrumIndex 11260 at 6.99 minutes; base peak 3.9 m/z with intensity 118048; TIC = 130313	6.99	118048	130313	130339
SpectrumIndex 11261 at 6.99 minutes; base peak 3.9 m/z with intensity 124104; TIC = 134764	6.99	124104	134764	134783
SpectrumIndex 11262 at 6.99 minutes; base peak 3.9 m/z with intensity 118232; TIC = 129777	6.99	118232	129777	129805
SpectrumIndex 11263 at 6.99 minutes; base peak 3.9 m/z with intensity 121408; TIC = 133425	6.99	121408	133425	133450
SpectrumIndex 11264 at 6.99 minutes; base peak 3.9 m/z with intensity 123448; TIC = 134302	6.99	123448	134302	134321
SpectrumIndex 11265 at 7.00 minutes; base peak 3.9 m/z with intensity 121416; TIC = 132358	7.00	121416	132358	132375
SpectrumIndex 11266 at 7.00 minutes; base peak 3.9 m/z with intensity 119376; TIC = 131957	7.00	119376	131957	131984
SpectrumIndex 11267 at 7.00 minutes; base peak 3.9 m/z with intensity 116056; TIC = 126571	7.00	116056	126571	126589
SpectrumIndex 11268 at 7.00 minutes; base peak 3.9 m/z with intensity 119800; TIC = 130650	7.00	119800	130650	130675
SpectrumIndex 11269 at 7.00 minutes; base peak 3.9 m/z with intensity 119088; TIC = 130074	7.00	119088	130074	130093
SpectrumIndex 11270 at 7.00 minutes; base peak 3.9 m/z with intensity 121176; TIC = 132348	7.00	121176	132348	132370
SpectrumIndex 11271 at 7.00 minutes; base peak 3.9 m/z with intensity 118792; TIC = 129195	7.00	118792	129195	129220
SpectrumIndex 11272 at 7.00 minutes; base peak 3.9 m/z with intensity 118656; TIC = 130722	7.00	118656	130722	130748
SpectrumIndex 11273 at 7.00 minutes; base peak 3.9 m/z with intensity 116976; TIC = 128205	7.00	116976	128205	128229
SpectrumIndex 11274 at 7.00 minutes; base peak 3.9 m/z with intensity 120544; TIC = 131263	7.00	120544	131263	131284
SpectrumIndex 11275 at 7.00 minutes; base peak 3.9 m/z with intensity 122608; TIC = 134124	7.00	122608	134124	134149
SpectrumIndex 11276 at 7.00 minutes; base peak 3.9 m/z with intensity 120184; TIC = 131451	7.00	120184	131451	131479
SpectrumIndex 11277 at 7.00 minutes; base peak 3.9 m/z with intensity 114896; TIC = 126299	7.00	114896	126299	126323
SpectrumIndex 11278 at 7.00 minutes; base peak 3.9 m/z with intensity 119832; TIC = 131197	7.00	119832	131197	131218
SpectrumIndex 11279 at 7.00 minutes; base peak 3.9 m/z with intensity 119304; TIC = 130893	7.00	119304	130893	130918
SpectrumIndex 11280 at 7.00 minutes; base peak 3.9 m/z with intensity 119480; TIC = 130515	7.00	119480	130515	130536
SpectrumIndex 11281 at 7.01 minutes; base peak 3.9 m/z with intensity 115536; TIC = 127533	7.01	115536	127533	127559
SpectrumIndex 11282 at 7.01 minutes; base peak 3.9 m/z with intensity 117024; TIC = 129110	7.01	117024	129110	129133
SpectrumIndex 11283 at 7.01 minutes; base peak 3.9 m/z with intensity 117192; TIC = 129365	7.01	117192	129365	129389
SpectrumIndex 11284 at 7.01 minutes; base peak 3.9 m/z with intensity 118616; TIC = 130175	7.01	118616	130175	130193
SpectrumIndex 11285 at 7.01 minutes; base peak 3.9 m/z with intensity 119536; TIC = 130852	7.01	119536	130852	130876
SpectrumIndex 11286 at 7.01 minutes; base peak 3.9 m/z with intensity 118672; TIC = 129367	7.01	118672	129367	129387
SpectrumIndex 11287 at 7.01 minutes; base peak 3.9 m/z with intensity 116736; TIC = 128067	7.01	116736	128067	128095
SpectrumIndex 11288 at 7.01 minutes; base peak 3.9 m/z with intensity 117000; TIC = 129171	7.01	117000	129171	129197
SpectrumIndex 11289 at 7.01 minutes; base peak 3.9 m/z with intensity 118480; TIC = 131358	7.01	118480	131358	131379
SpectrumIndex 11290 at 7.01 minutes; base peak 3.9 m/z with intensity 122400; TIC = 133862	7.01	122400	133862	133890
SpectrumIndex 11291 at 7.01 minutes; base peak 3.9 m/z with intensity 117888; TIC = 128840	7.01	117888	128840	128860
SpectrumIndex 11292 at 7.01 minutes; base peak 3.9 m/z with intensity 121072; TIC = 130937	7.01	121072	130937	130959
SpectrumIndex 11293 at 7.01 minutes; base peak 3.9 m/z with intensity 120968; TIC = 131559	7.01	120968	131559	131583
SpectrumIndex 11294 at 7.01 minutes; base peak 3.9 m/z with intensity 120912; TIC = 133645	7.01	120912	133645	133669
SpectrumIndex 11295 at 7.01 minutes; base peak 3.9 m/z with intensity 121360; TIC = 131909	7.01	121360	131909	131933
SpectrumIndex 11296 at 7.01 minutes; base peak 3.9 m/z with intensity 119856; TIC = 130385	7.01	119856	130385	130403
SpectrumIndex 11297 at 7.02 minutes; base peak 3.9 m/z with intensity 116352; TIC = 128228	7.02	116352	128228	128247
SpectrumIndex 11298 at 7.02 minutes; base peak 3.9 m/z with intensity 117808; TIC = 128491	7.02	117808	128491	128510
SpectrumIndex 11299 at 7.02 minutes; base peak 3.9 m/z with intensity 122056; TIC = 133355	7.02	122056	133355	133384
SpectrumIndex 11300 at 7.02 minutes; base peak 3.9 m/z with intensity 120408; TIC = 130385	7.02	120408	130385	130407
SpectrumIndex 11301 at 7.02 minutes; base peak 3.9 m/z with intensity 119080; TIC = 131199	7.02	119080	131199	131224
SpectrumIndex 11302 at 7.02 minutes; base peak 3.9 m/z with intensity 117048; TIC = 128085	7.02	117048	128085	128110
SpectrumIndex 11303 at 7.02 minutes; base peak 3.9 m/z with intensity 123120; TIC = 134116	7.02	123120	134116	134138
SpectrumIndex 11304 at 7.02 minutes; base peak 3.9 m/z with intensity 119088; TIC = 130988	7.02	119088	130988	131014
SpectrumIndex 11305 at 7.02 minutes; base peak 3.9 m/z with intensity 121152; TIC = 132597	7.02	121152	132597	132622
SpectrumIndex 11306 at 7.02 minutes; base peak 3.9 m/z with intensity 118592; TIC = 129478	7.02	118592	129478	129501
SpectrumIndex 11307 at 7.02 minutes; base peak 3.9 m/z with intensity 117672; TIC = 128994	7.02	117672	128994	129025
SpectrumIndex 11308 at 7.02 minutes; base peak 3.9 m/z with intensity 120568; TIC = 131247	7.02	120568	131247	131273
SpectrumIndex 11309 at 7.02 minutes; base peak 3.9 m/z with intensity 118808; TIC = 130209	7.02	118808	130209	130233
SpectrumIndex 11310 at 7.02 minutes; base peak 3.9 m/z with intensity 114040; TIC = 125241	7.02	114040	125241	125266
SpectrumIndex 11311 at 7.02 minutes; base peak 3.9 m/z with intensity 120384; TIC = 131253	7.02	120384	131253	131277
SpectrumIndex 11312 at 7.02 minutes; base peak 3.9 m/z with intensity 119448; TIC = 130684	7.02	119448	130684	130707
SpectrumIndex 11313 at 7.03 minutes; base peak 3.9 m/z with intensity 121696; TIC = 132280	7.03	121696	132280	132307
SpectrumIndex 11314 at 7.03 minutes; base peak 3.9 m/z with intensity 121160; TIC = 132452	7.03	121160	132452	132476
SpectrumIndex 11315 at 7.03 minutes; base peak 3.9 m/z with intensity 116312; TIC = 127871	7.03	116312	127871	127894
SpectrumIndex 11316 at 7.03 minutes; base peak 3.9 m/z with intensity 116312; TIC = 128087	7.03	116312	128087	128111
SpectrumIndex 11317 at 7.03 minutes; base peak 3.9 m/z with intensity 118928; TIC = 130136	7.03	118928	130136	130155
SpectrumIndex 11318 at 7.03 minutes; base peak 3.9 m/z with intensity 120016; TIC = 132308	7.03	120016	132308	132335
SpectrumIndex 11319 at 7.03 minutes; base peak 3.9 m/z with intensity 122104; TIC = 133308	7.03	122104	133308	133328
