Heliumtest30
Sample30
GC / MS DATA FILE
11/11/2011 9:39:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 736 at 0.54 minutes; base peak 3.9 m/z with intensity 126040; TIC = 137757	0.54	126040	137757	137777
SpectrumIndex 737 at 0.54 minutes; base peak 3.9 m/z with intensity 125288; TIC = 137419	0.54	125288	137419	137440
SpectrumIndex 738 at 0.54 minutes; base peak 3.9 m/z with intensity 119744; TIC = 131079	0.54	119744	131079	131096
SpectrumIndex 739 at 0.54 minutes; base peak 3.9 m/z with intensity 118280; TIC = 130181	0.54	118280	130181	130200
SpectrumIndex 740 at 0.54 minutes; base peak 3.9 m/z with intensity 127560; TIC = 137866	0.54	127560	137866	137891
SpectrumIndex 741 at 0.54 minutes; base peak 3.9 m/z with intensity 124128; TIC = 135625	0.54	124128	135625	135649
SpectrumIndex 742 at 0.54 minutes; base peak 3.9 m/z with intensity 123352; TIC = 135484	0.54	123352	135484	135514
SpectrumIndex 743 at 0.54 minutes; base peak 3.9 m/z with intensity 119032; TIC = 130321	0.54	119032	130321	130345
SpectrumIndex 744 at 0.54 minutes; base peak 3.9 m/z with intensity 123704; TIC = 134996	0.54	123704	134996	135017
SpectrumIndex 745 at 0.55 minutes; base peak 3.9 m/z with intensity 126280; TIC = 138152	0.55	126280	138152	138177
SpectrumIndex 746 at 0.55 minutes; base peak 3.9 m/z with intensity 121568; TIC = 133180	0.55	121568	133180	133209
SpectrumIndex 747 at 0.55 minutes; base peak 3.9 m/z with intensity 122328; TIC = 133988	0.55	122328	133988	134010
SpectrumIndex 748 at 0.55 minutes; base peak 3.9 m/z with intensity 120928; TIC = 133554	0.55	120928	133554	133577
SpectrumIndex 749 at 0.55 minutes; base peak 3.9 m/z with intensity 123912; TIC = 134260	0.55	123912	134260	134282
SpectrumIndex 750 at 0.55 minutes; base peak 3.9 m/z with intensity 125976; TIC = 137375	0.55	125976	137375	137398
SpectrumIndex 751 at 0.55 minutes; base peak 3.9 m/z with intensity 123320; TIC = 134542	0.55	123320	134542	134569
SpectrumIndex 752 at 0.55 minutes; base peak 3.9 m/z with intensity 119592; TIC = 130151	0.55	119592	130151	130170
SpectrumIndex 753 at 0.55 minutes; base peak 3.9 m/z with intensity 120672; TIC = 132870	0.55	120672	132870	132892
SpectrumIndex 754 at 0.55 minutes; base peak 3.9 m/z with intensity 125016; TIC = 136290	0.55	125016	136290	136314
SpectrumIndex 755 at 0.55 minutes; base peak 3.9 m/z with intensity 124160; TIC = 136061	0.55	124160	136061	136081
SpectrumIndex 756 at 0.55 minutes; base peak 3.9 m/z with intensity 121432; TIC = 132320	0.55	121432	132320	132343
SpectrumIndex 757 at 0.55 minutes; base peak 3.9 m/z with intensity 122536; TIC = 133660	0.55	122536	133660	133690
SpectrumIndex 758 at 0.55 minutes; base peak 3.9 m/z with intensity 119120; TIC = 129944	0.55	119120	129944	129969
SpectrumIndex 759 at 0.55 minutes; base peak 3.9 m/z with intensity 124344; TIC = 134716	0.55	124344	134716	134737
SpectrumIndex 760 at 0.55 minutes; base peak 3.9 m/z with intensity 121216; TIC = 133068	0.55	121216	133068	133095
SpectrumIndex 761 at 0.55 minutes; base peak 3.9 m/z with intensity 124232; TIC = 135652	0.55	124232	135652	135677
SpectrumIndex 762 at 0.56 minutes; base peak 3.9 m/z with intensity 121816; TIC = 133021	0.56	121816	133021	133042
SpectrumIndex 763 at 0.56 minutes; base peak 3.9 m/z with intensity 123704; TIC = 135213	0.56	123704	135213	135240
SpectrumIndex 764 at 0.56 minutes; base peak 3.9 m/z with intensity 123336; TIC = 134088	0.56	123336	134088	134116
SpectrumIndex 765 at 0.56 minutes; base peak 3.9 m/z with intensity 124216; TIC = 135602	0.56	124216	135602	135622
SpectrumIndex 766 at 0.56 minutes; base peak 3.9 m/z with intensity 123144; TIC = 134187	0.56	123144	134187	134218
SpectrumIndex 767 at 0.56 minutes; base peak 3.9 m/z with intensity 124504; TIC = 135806	0.56	124504	135806	135828
SpectrumIndex 768 at 0.56 minutes; base peak 3.9 m/z with intensity 121360; TIC = 133366	0.56	121360	133366	133385
SpectrumIndex 769 at 0.56 minutes; base peak 3.9 m/z with intensity 122656; TIC = 133698	0.56	122656	133698	133720
SpectrumIndex 770 at 0.56 minutes; base peak 3.9 m/z with intensity 119400; TIC = 130373	0.56	119400	130373	130400
SpectrumIndex 771 at 0.56 minutes; base peak 3.9 m/z with intensity 124080; TIC = 134404	0.56	124080	134404	134430
SpectrumIndex 772 at 0.56 minutes; base peak 3.9 m/z with intensity 120240; TIC = 132885	0.56	120240	132885	132910
SpectrumIndex 773 at 0.56 minutes; base peak 3.9 m/z with intensity 125736; TIC = 137291	0.56	125736	137291	137313
SpectrumIndex 774 at 0.56 minutes; base peak 3.9 m/z with intensity 120416; TIC = 131429	0.56	120416	131429	131448
SpectrumIndex 775 at 0.56 minutes; base peak 3.9 m/z with intensity 116880; TIC = 128624	0.56	116880	128624	128648
SpectrumIndex 776 at 0.56 minutes; base peak 3.9 m/z with intensity 124176; TIC = 134989	0.56	124176	134989	135007
SpectrumIndex 777 at 0.56 minutes; base peak 3.9 m/z with intensity 122400; TIC = 133546	0.56	122400	133546	133573
SpectrumIndex 778 at 0.57 minutes; base peak 3.9 m/z with intensity 122088; TIC = 133200	0.57	122088	133200	133222
SpectrumIndex 779 at 0.57 minutes; base peak 3.9 m/z with intensity 121328; TIC = 133258	0.57	121328	133258	133288
SpectrumIndex 780 at 0.57 minutes; base peak 3.9 m/z with intensity 122240; TIC = 134677	0.57	122240	134677	134707
SpectrumIndex 781 at 0.57 minutes; base peak 3.9 m/z with intensity 122792; TIC = 133761	0.57	122792	133761	133787
SpectrumIndex 782 at 0.57 minutes; base peak 3.9 m/z with intensity 121560; TIC = 132417	0.57	121560	132417	132443
SpectrumIndex 783 at 0.57 minutes; base peak 3.9 m/z with intensity 122400; TIC = 132899	0.57	122400	132899	132927
SpectrumIndex 784 at 0.57 minutes; base peak 3.9 m/z with intensity 120496; TIC = 133060	0.57	120496	133060	133083
SpectrumIndex 785 at 0.57 minutes; base peak 3.9 m/z with intensity 121248; TIC = 132547	0.57	121248	132547	132564
SpectrumIndex 786 at 0.57 minutes; base peak 3.9 m/z with intensity 122424; TIC = 133947	0.57	122424	133947	133975
SpectrumIndex 787 at 0.57 minutes; base peak 3.9 m/z with intensity 126248; TIC = 137464	0.57	126248	137464	137486
SpectrumIndex 788 at 0.57 minutes; base peak 3.9 m/z with intensity 123672; TIC = 136185	0.57	123672	136185	136209
SpectrumIndex 789 at 0.57 minutes; base peak 3.9 m/z with intensity 120488; TIC = 132018	0.57	120488	132018	132041
SpectrumIndex 790 at 0.57 minutes; base peak 3.9 m/z with intensity 119424; TIC = 130825	0.57	119424	130825	130849
SpectrumIndex 791 at 0.57 minutes; base peak 3.9 m/z with intensity 125424; TIC = 136890	0.57	125424	136890	136914
SpectrumIndex 792 at 0.57 minutes; base peak 3.9 m/z with intensity 125720; TIC = 136655	0.57	125720	136655	136681
SpectrumIndex 793 at 0.57 minutes; base peak 3.9 m/z with intensity 122712; TIC = 133745	0.57	122712	133745	133766
SpectrumIndex 794 at 0.58 minutes; base peak 3.9 m/z with intensity 120256; TIC = 131815	0.58	120256	131815	131840
SpectrumIndex 795 at 0.58 minutes; base peak 3.9 m/z with intensity 120816; TIC = 131701	0.58	120816	131701	131727
SpectrumIndex 796 at 0.58 minutes; base peak 3.9 m/z with intensity 126152; TIC = 138891	0.58	126152	138891	138916
SpectrumIndex 797 at 0.58 minutes; base peak 3.9 m/z with intensity 126816; TIC = 138169	0.58	126816	138169	138198
SpectrumIndex 798 at 0.58 minutes; base peak 3.9 m/z with intensity 121736; TIC = 134369	0.58	121736	134369	134391
SpectrumIndex 799 at 0.58 minutes; base peak 3.9 m/z with intensity 124048; TIC = 135775	0.58	124048	135775	135799
SpectrumIndex 800 at 0.58 minutes; base peak 3.9 m/z with intensity 121808; TIC = 133218	0.58	121808	133218	133241
SpectrumIndex 801 at 0.58 minutes; base peak 3.9 m/z with intensity 124696; TIC = 135758	0.58	124696	135758	135774
SpectrumIndex 802 at 0.58 minutes; base peak 3.9 m/z with intensity 120960; TIC = 131866	0.58	120960	131866	131892
SpectrumIndex 803 at 0.58 minutes; base peak 3.9 m/z with intensity 120456; TIC = 132030	0.58	120456	132030	132051
SpectrumIndex 804 at 0.58 minutes; base peak 3.9 m/z with intensity 122944; TIC = 134491	0.58	122944	134491	134518
SpectrumIndex 805 at 0.58 minutes; base peak 3.9 m/z with intensity 126800; TIC = 136856	0.58	126800	136856	136885
SpectrumIndex 806 at 0.58 minutes; base peak 3.9 m/z with intensity 121944; TIC = 133712	0.58	121944	133712	133734
SpectrumIndex 807 at 0.58 minutes; base peak 3.9 m/z with intensity 120968; TIC = 131394	0.58	120968	131394	131418
SpectrumIndex 808 at 0.58 minutes; base peak 3.9 m/z with intensity 120872; TIC = 131721	0.58	120872	131721	131741
SpectrumIndex 809 at 0.58 minutes; base peak 3.9 m/z with intensity 123968; TIC = 135886	0.58	123968	135886	135911
SpectrumIndex 810 at 0.58 minutes; base peak 3.9 m/z with intensity 124480; TIC = 135711	0.58	124480	135711	135731
SpectrumIndex 811 at 0.59 minutes; base peak 3.9 m/z with intensity 121024; TIC = 132264	0.59	121024	132264	132290
SpectrumIndex 812 at 0.59 minutes; base peak 3.9 m/z with intensity 117048; TIC = 128748	0.59	117048	128748	128773
SpectrumIndex 813 at 0.59 minutes; base peak 3.9 m/z with intensity 120440; TIC = 131396	0.59	120440	131396	131417
SpectrumIndex 814 at 0.59 minutes; base peak 3.9 m/z with intensity 123720; TIC = 135374	0.59	123720	135374	135392
SpectrumIndex 815 at 0.59 minutes; base peak 3.9 m/z with intensity 121328; TIC = 132870	0.59	121328	132870	132893
SpectrumIndex 816 at 0.59 minutes; base peak 3.9 m/z with intensity 122000; TIC = 133895	0.59	122000	133895	133917
SpectrumIndex 817 at 0.59 minutes; base peak 3.9 m/z with intensity 123536; TIC = 134137	0.59	123536	134137	134155
SpectrumIndex 818 at 0.59 minutes; base peak 3.9 m/z with intensity 121632; TIC = 132852	0.59	121632	132852	132875
SpectrumIndex 819 at 0.59 minutes; base peak 3.9 m/z with intensity 121792; TIC = 132323	0.59	121792	132323	132345
SpectrumIndex 820 at 0.59 minutes; base peak 3.9 m/z with intensity 124392; TIC = 135641	0.59	124392	135641	135670
SpectrumIndex 821 at 0.59 minutes; base peak 3.9 m/z with intensity 118712; TIC = 130525	0.59	118712	130525	130543
SpectrumIndex 822 at 0.59 minutes; base peak 3.9 m/z with intensity 124488; TIC = 134538	0.59	124488	134538	134554
SpectrumIndex 823 at 0.59 minutes; base peak 3.9 m/z with intensity 123600; TIC = 135318	0.59	123600	135318	135344
SpectrumIndex 824 at 0.59 minutes; base peak 3.9 m/z with intensity 124240; TIC = 135279	0.59	124240	135279	135300
SpectrumIndex 825 at 0.59 minutes; base peak 3.9 m/z with intensity 122536; TIC = 133859	0.59	122536	133859	133882
SpectrumIndex 826 at 0.59 minutes; base peak 3.9 m/z with intensity 120160; TIC = 130894	0.59	120160	130894	130915
SpectrumIndex 827 at 0.60 minutes; base peak 3.9 m/z with intensity 120976; TIC = 132421	0.60	120976	132421	132441
SpectrumIndex 828 at 0.60 minutes; base peak 3.9 m/z with intensity 126328; TIC = 137728	0.60	126328	137728	137752
SpectrumIndex 829 at 0.60 minutes; base peak 3.9 m/z with intensity 124680; TIC = 136053	0.60	124680	136053	136080
SpectrumIndex 830 at 0.60 minutes; base peak 3.9 m/z with intensity 125352; TIC = 136560	0.60	125352	136560	136581
SpectrumIndex 831 at 0.60 minutes; base peak 3.9 m/z with intensity 120504; TIC = 131945	0.60	120504	131945	131974
SpectrumIndex 832 at 0.60 minutes; base peak 3.9 m/z with intensity 121752; TIC = 133554	0.60	121752	133554	133576
SpectrumIndex 833 at 0.60 minutes; base peak 3.9 m/z with intensity 122168; TIC = 133743	0.60	122168	133743	133764
SpectrumIndex 834 at 0.60 minutes; base peak 3.9 m/z with intensity 122280; TIC = 134440	0.60	122280	134440	134463
SpectrumIndex 835 at 0.60 minutes; base peak 3.9 m/z with intensity 124056; TIC = 135518	0.60	124056	135518	135541
SpectrumIndex 836 at 0.60 minutes; base peak 3.9 m/z with intensity 121888; TIC = 133500	0.60	121888	133500	133523
SpectrumIndex 837 at 0.60 minutes; base peak 3.9 m/z with intensity 124456; TIC = 135490	0.60	124456	135490	135515
SpectrumIndex 838 at 0.60 minutes; base peak 3.9 m/z with intensity 124184; TIC = 135533	0.60	124184	135533	135558
SpectrumIndex 839 at 0.60 minutes; base peak 3.9 m/z with intensity 122920; TIC = 133916	0.60	122920	133916	133944
SpectrumIndex 840 at 0.60 minutes; base peak 3.9 m/z with intensity 123408; TIC = 135183	0.60	123408	135183	135209
SpectrumIndex 841 at 0.60 minutes; base peak 3.9 m/z with intensity 120104; TIC = 132595	0.60	120104	132595	132615
SpectrumIndex 842 at 0.60 minutes; base peak 3.9 m/z with intensity 120480; TIC = 131285	0.60	120480	131285	131309
SpectrumIndex 843 at 0.61 minutes; base peak 3.9 m/z with intensity 123632; TIC = 134841	0.61	123632	134841	134863
SpectrumIndex 844 at 0.61 minutes; base peak 3.9 m/z with intensity 122904; TIC = 134266	0.61	122904	134266	134291
SpectrumIndex 845 at 0.61 minutes; base peak 3.9 m/z with intensity 122520; TIC = 133947	0.61	122520	133947	133970
SpectrumIndex 846 at 0.61 minutes; base peak 3.9 m/z with intensity 118576; TIC = 129174	0.61	118576	129174	129196
SpectrumIndex 847 at 0.61 minutes; base peak 3.9 m/z with intensity 122608; TIC = 134131	0.61	122608	134131	134148
SpectrumIndex 848 at 0.61 minutes; base peak 3.9 m/z with intensity 124216; TIC = 134883	0.61	124216	134883	134902
SpectrumIndex 849 at 0.61 minutes; base peak 3.9 m/z with intensity 124376; TIC = 135918	0.61	124376	135918	135945
SpectrumIndex 850 at 0.61 minutes; base peak 3.9 m/z with intensity 120376; TIC = 131340	0.61	120376	131340	131361
SpectrumIndex 851 at 0.61 minutes; base peak 3.9 m/z with intensity 118912; TIC = 130838	0.61	118912	130838	130866
SpectrumIndex 852 at 0.61 minutes; base peak 3.9 m/z with intensity 120544; TIC = 131717	0.61	120544	131717	131742
SpectrumIndex 853 at 0.61 minutes; base peak 3.9 m/z with intensity 121352; TIC = 132248	0.61	121352	132248	132274
SpectrumIndex 854 at 0.61 minutes; base peak 3.9 m/z with intensity 123224; TIC = 134805	0.61	123224	134805	134830
SpectrumIndex 855 at 0.61 minutes; base peak 3.9 m/z with intensity 122680; TIC = 134773	0.61	122680	134773	134798
SpectrumIndex 856 at 0.61 minutes; base peak 3.9 m/z with intensity 117256; TIC = 129327	0.61	117256	129327	129346
SpectrumIndex 857 at 0.61 minutes; base peak 3.9 m/z with intensity 122168; TIC = 133627	0.61	122168	133627	133646
SpectrumIndex 858 at 0.61 minutes; base peak 3.9 m/z with intensity 123968; TIC = 135438	0.61	123968	135438	135468
SpectrumIndex 859 at 0.61 minutes; base peak 3.9 m/z with intensity 122920; TIC = 134549	0.61	122920	134549	134571
SpectrumIndex 860 at 0.62 minutes; base peak 3.9 m/z with intensity 121952; TIC = 133885	0.62	121952	133885	133912
SpectrumIndex 861 at 0.62 minutes; base peak 3.9 m/z with intensity 120848; TIC = 132414	0.62	120848	132414	132442
SpectrumIndex 862 at 0.62 minutes; base peak 3.9 m/z with intensity 123968; TIC = 135528	0.62	123968	135528	135552
SpectrumIndex 863 at 0.62 minutes; base peak 3.9 m/z with intensity 123248; TIC = 134658	0.62	123248	134658	134675
SpectrumIndex 864 at 0.62 minutes; base peak 3.9 m/z with intensity 123024; TIC = 134214	0.62	123024	134214	134239
SpectrumIndex 865 at 0.62 minutes; base peak 3.9 m/z with intensity 118896; TIC = 130856	0.62	118896	130856	130883
SpectrumIndex 866 at 0.62 minutes; base peak 3.9 m/z with intensity 122760; TIC = 134271	0.62	122760	134271	134291
SpectrumIndex 867 at 0.62 minutes; base peak 3.9 m/z with intensity 127728; TIC = 138763	0.62	127728	138763	138792
SpectrumIndex 868 at 0.62 minutes; base peak 3.9 m/z with intensity 124288; TIC = 136979	0.62	124288	136979	137001
SpectrumIndex 869 at 0.62 minutes; base peak 3.9 m/z with intensity 120712; TIC = 130936	0.62	120712	130936	130959
SpectrumIndex 870 at 0.62 minutes; base peak 3.9 m/z with intensity 121280; TIC = 132896	0.62	121280	132896	132922
SpectrumIndex 871 at 0.62 minutes; base peak 3.9 m/z with intensity 124928; TIC = 137478	0.62	124928	137478	137499
SpectrumIndex 872 at 0.62 minutes; base peak 3.9 m/z with intensity 123184; TIC = 135090	0.62	123184	135090	135114
SpectrumIndex 873 at 0.62 minutes; base peak 3.9 m/z with intensity 122072; TIC = 134271	0.62	122072	134271	134293
SpectrumIndex 874 at 0.62 minutes; base peak 3.9 m/z with intensity 122192; TIC = 133861	0.62	122192	133861	133883
SpectrumIndex 875 at 0.62 minutes; base peak 3.9 m/z with intensity 123512; TIC = 134365	0.62	123512	134365	134392
SpectrumIndex 876 at 0.63 minutes; base peak 3.9 m/z with intensity 122672; TIC = 135524	0.63	122672	135524	135541
SpectrumIndex 877 at 0.63 minutes; base peak 3.9 m/z with intensity 121464; TIC = 133034	0.63	121464	133034	133065
SpectrumIndex 878 at 0.63 minutes; base peak 3.9 m/z with intensity 129920; TIC = 142167	0.63	129920	142167	142185
SpectrumIndex 879 at 0.63 minutes; base peak 3.9 m/z with intensity 119824; TIC = 130647	0.63	119824	130647	130670
SpectrumIndex 880 at 0.63 minutes; base peak 3.9 m/z with intensity 121736; TIC = 134039	0.63	121736	134039	134057
SpectrumIndex 881 at 0.63 minutes; base peak 3.9 m/z with intensity 122776; TIC = 133279	0.63	122776	133279	133302
SpectrumIndex 882 at 0.63 minutes; base peak 3.9 m/z with intensity 125704; TIC = 137484	0.63	125704	137484	137509
SpectrumIndex 883 at 0.63 minutes; base peak 3.9 m/z with intensity 121920; TIC = 133606	0.63	121920	133606	133633
SpectrumIndex 884 at 0.63 minutes; base peak 3.9 m/z with intensity 118520; TIC = 130505	0.63	118520	130505	130531
SpectrumIndex 885 at 0.63 minutes; base peak 3.9 m/z with intensity 121240; TIC = 134562	0.63	121240	134562	134586
SpectrumIndex 886 at 0.63 minutes; base peak 3.9 m/z with intensity 124184; TIC = 136042	0.63	124184	136042	136071
SpectrumIndex 887 at 0.63 minutes; base peak 3.9 m/z with intensity 124520; TIC = 134715	0.63	124520	134715	134744
SpectrumIndex 888 at 0.63 minutes; base peak 3.9 m/z with intensity 123272; TIC = 134746	0.63	123272	134746	134773
SpectrumIndex 889 at 0.63 minutes; base peak 3.9 m/z with intensity 123248; TIC = 135941	0.63	123248	135941	135962
SpectrumIndex 890 at 0.63 minutes; base peak 3.9 m/z with intensity 119752; TIC = 131170	0.63	119752	131170	131195
SpectrumIndex 891 at 0.63 minutes; base peak 3.9 m/z with intensity 124256; TIC = 135441	0.63	124256	135441	135464
SpectrumIndex 892 at 0.64 minutes; base peak 3.9 m/z with intensity 125536; TIC = 137421	0.64	125536	137421	137444
SpectrumIndex 893 at 0.64 minutes; base peak 3.9 m/z with intensity 125120; TIC = 137094	0.64	125120	137094	137111
SpectrumIndex 894 at 0.64 minutes; base peak 3.9 m/z with intensity 119928; TIC = 131521	0.64	119928	131521	131543
SpectrumIndex 895 at 0.64 minutes; base peak 3.9 m/z with intensity 122096; TIC = 133964	0.64	122096	133964	133989
SpectrumIndex 896 at 0.64 minutes; base peak 3.9 m/z with intensity 123312; TIC = 135072	0.64	123312	135072	135093
SpectrumIndex 897 at 0.64 minutes; base peak 3.9 m/z with intensity 124152; TIC = 136972	0.64	124152	136972	136998
SpectrumIndex 898 at 0.64 minutes; base peak 3.9 m/z with intensity 121360; TIC = 133105	0.64	121360	133105	133127
SpectrumIndex 899 at 0.64 minutes; base peak 3.9 m/z with intensity 125776; TIC = 135993	0.64	125776	135993	136018
SpectrumIndex 900 at 0.64 minutes; base peak 3.9 m/z with intensity 117656; TIC = 129248	0.64	117656	129248	129271
SpectrumIndex 901 at 0.64 minutes; base peak 3.9 m/z with intensity 123456; TIC = 135830	0.64	123456	135830	135861
SpectrumIndex 902 at 0.64 minutes; base peak 3.9 m/z with intensity 125880; TIC = 138209	0.64	125880	138209	138235
SpectrumIndex 903 at 0.64 minutes; base peak 3.9 m/z with intensity 119704; TIC = 131221	0.64	119704	131221	131250
SpectrumIndex 904 at 0.64 minutes; base peak 3.9 m/z with intensity 122992; TIC = 134957	0.64	122992	134957	134978
SpectrumIndex 905 at 0.64 minutes; base peak 3.9 m/z with intensity 124096; TIC = 135218	0.64	124096	135218	135239
SpectrumIndex 906 at 0.64 minutes; base peak 3.9 m/z with intensity 126568; TIC = 138187	0.64	126568	138187	138206
SpectrumIndex 907 at 0.64 minutes; base peak 3.9 m/z with intensity 121616; TIC = 133851	0.64	121616	133851	133877
SpectrumIndex 908 at 0.64 minutes; base peak 3.9 m/z with intensity 119360; TIC = 131374	0.64	119360	131374	131396
SpectrumIndex 909 at 0.65 minutes; base peak 3.9 m/z with intensity 119272; TIC = 130745	0.65	119272	130745	130765
SpectrumIndex 910 at 0.65 minutes; base peak 3.9 m/z with intensity 123656; TIC = 135408	0.65	123656	135408	135436
SpectrumIndex 911 at 0.65 minutes; base peak 3.9 m/z with intensity 124608; TIC = 136004	0.65	124608	136004	136025
SpectrumIndex 912 at 0.65 minutes; base peak 3.9 m/z with intensity 124392; TIC = 135938	0.65	124392	135938	135957
SpectrumIndex 913 at 0.65 minutes; base peak 3.9 m/z with intensity 121624; TIC = 133783	0.65	121624	133783	133805
SpectrumIndex 914 at 0.65 minutes; base peak 3.9 m/z with intensity 121760; TIC = 133976	0.65	121760	133976	134003
SpectrumIndex 915 at 0.65 minutes; base peak 3.9 m/z with intensity 123960; TIC = 136175	0.65	123960	136175	136200
SpectrumIndex 916 at 0.65 minutes; base peak 3.9 m/z with intensity 124000; TIC = 135553	0.65	124000	135553	135569
SpectrumIndex 917 at 0.65 minutes; base peak 3.9 m/z with intensity 123824; TIC = 136800	0.65	123824	136800	136824
SpectrumIndex 918 at 0.65 minutes; base peak 3.9 m/z with intensity 124808; TIC = 136077	0.65	124808	136077	136103
SpectrumIndex 919 at 0.65 minutes; base peak 3.9 m/z with intensity 122792; TIC = 133730	0.65	122792	133730	133753
SpectrumIndex 920 at 0.65 minutes; base peak 3.9 m/z with intensity 125168; TIC = 136785	0.65	125168	136785	136802
SpectrumIndex 921 at 0.65 minutes; base peak 3.9 m/z with intensity 127936; TIC = 138582	0.65	127936	138582	138605
SpectrumIndex 922 at 0.65 minutes; base peak 3.9 m/z with intensity 122968; TIC = 135384	0.65	122968	135384	135405
SpectrumIndex 923 at 0.65 minutes; base peak 3.9 m/z with intensity 121480; TIC = 132835	0.65	121480	132835	132860
SpectrumIndex 924 at 0.65 minutes; base peak 3.9 m/z with intensity 116360; TIC = 127365	0.65	116360	127365	127391
SpectrumIndex 925 at 0.66 minutes; base peak 3.9 m/z with intensity 124392; TIC = 135320	0.66	124392	135320	135342
SpectrumIndex 926 at 0.66 minutes; base peak 3.9 m/z with intensity 121680; TIC = 132845	0.66	121680	132845	132873
SpectrumIndex 927 at 0.66 minutes; base peak 3.9 m/z with intensity 122368; TIC = 133560	0.66	122368	133560	133579
SpectrumIndex 928 at 0.66 minutes; base peak 3.9 m/z with intensity 119584; TIC = 130967	0.66	119584	130967	130990
SpectrumIndex 929 at 0.66 minutes; base peak 3.9 m/z with intensity 121848; TIC = 133157	0.66	121848	133157	133184
SpectrumIndex 930 at 0.66 minutes; base peak 3.9 m/z with intensity 124672; TIC = 136004	0.66	124672	136004	136020
SpectrumIndex 931 at 0.66 minutes; base peak 3.9 m/z with intensity 124080; TIC = 135228	0.66	124080	135228	135253
SpectrumIndex 932 at 0.66 minutes; base peak 3.9 m/z with intensity 124000; TIC = 135896	0.66	124000	135896	135927
SpectrumIndex 933 at 0.66 minutes; base peak 3.9 m/z with intensity 118824; TIC = 130860	0.66	118824	130860	130883
SpectrumIndex 934 at 0.66 minutes; base peak 3.9 m/z with intensity 122192; TIC = 133037	0.66	122192	133037	133061
SpectrumIndex 935 at 0.66 minutes; base peak 3.9 m/z with intensity 124272; TIC = 135322	0.66	124272	135322	135342
SpectrumIndex 936 at 0.66 minutes; base peak 3.9 m/z with intensity 128744; TIC = 140259	0.66	128744	140259	140281
SpectrumIndex 937 at 0.66 minutes; base peak 3.9 m/z with intensity 121344; TIC = 133107	0.66	121344	133107	133128
SpectrumIndex 938 at 0.66 minutes; base peak 3.9 m/z with intensity 123728; TIC = 135712	0.66	123728	135712	135741
SpectrumIndex 939 at 0.66 minutes; base peak 3.9 m/z with intensity 120880; TIC = 131262	0.66	120880	131262	131286
SpectrumIndex 940 at 0.66 minutes; base peak 3.9 m/z with intensity 125552; TIC = 136182	0.66	125552	136182	136204
SpectrumIndex 941 at 0.67 minutes; base peak 3.9 m/z with intensity 124920; TIC = 136024	0.67	124920	136024	136050
SpectrumIndex 942 at 0.67 minutes; base peak 3.9 m/z with intensity 124544; TIC = 137152	0.67	124544	137152	137175
SpectrumIndex 943 at 0.67 minutes; base peak 3.9 m/z with intensity 121328; TIC = 133051	0.67	121328	133051	133076
SpectrumIndex 944 at 0.67 minutes; base peak 3.9 m/z with intensity 123848; TIC = 135102	0.67	123848	135102	135123
SpectrumIndex 945 at 0.67 minutes; base peak 3.9 m/z with intensity 121688; TIC = 133395	0.67	121688	133395	133421
SpectrumIndex 946 at 0.67 minutes; base peak 3.9 m/z with intensity 124368; TIC = 135581	0.67	124368	135581	135601
SpectrumIndex 947 at 0.67 minutes; base peak 3.9 m/z with intensity 119136; TIC = 131256	0.67	119136	131256	131273
SpectrumIndex 948 at 0.67 minutes; base peak 3.9 m/z with intensity 122752; TIC = 135365	0.67	122752	135365	135393
SpectrumIndex 949 at 0.67 minutes; base peak 3.9 m/z with intensity 121520; TIC = 132819	0.67	121520	132819	132842
SpectrumIndex 950 at 0.67 minutes; base peak 3.9 m/z with intensity 122048; TIC = 133811	0.67	122048	133811	133835
SpectrumIndex 951 at 0.67 minutes; base peak 3.9 m/z with intensity 120888; TIC = 131990	0.67	120888	131990	132011
SpectrumIndex 952 at 0.67 minutes; base peak 3.9 m/z with intensity 127440; TIC = 138269	0.67	127440	138269	138293
SpectrumIndex 953 at 0.67 minutes; base peak 3.9 m/z with intensity 119320; TIC = 131047	0.67	119320	131047	131071
SpectrumIndex 954 at 0.67 minutes; base peak 3.9 m/z with intensity 120400; TIC = 132643	0.67	120400	132643	132672
SpectrumIndex 955 at 0.67 minutes; base peak 3.9 m/z with intensity 122016; TIC = 134409	0.67	122016	134409	134434
SpectrumIndex 956 at 0.67 minutes; base peak 3.9 m/z with intensity 122176; TIC = 134679	0.67	122176	134679	134705
SpectrumIndex 957 at 0.68 minutes; base peak 3.9 m/z with intensity 122504; TIC = 133419	0.68	122504	133419	133443
SpectrumIndex 958 at 0.68 minutes; base peak 3.9 m/z with intensity 117040; TIC = 129142	0.68	117040	129142	129165
SpectrumIndex 959 at 0.68 minutes; base peak 3.9 m/z with intensity 121688; TIC = 133392	0.68	121688	133392	133415
SpectrumIndex 960 at 0.68 minutes; base peak 3.9 m/z with intensity 124248; TIC = 136756	0.68	124248	136756	136792
SpectrumIndex 961 at 0.68 minutes; base peak 3.9 m/z with intensity 125672; TIC = 136781	0.68	125672	136781	136803
SpectrumIndex 962 at 0.68 minutes; base peak 3.9 m/z with intensity 121384; TIC = 132849	0.68	121384	132849	132870
