FSFA_Diffusion_Pre_nondev_010
Sample31
GC / MS DATA FILE
9/22/2011 9:04:00 AM

Young-Mo Kim
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC
SpectrumIndex 2825 at 14.27 minutes; base peak 961.35 m/z with intensity 2736; TIC = 23293	14.27	2736	23293
SpectrumIndex 2826 at 14.27 minutes; base peak 956.9 m/z with intensity 1736; TIC = 14829	14.27	1736	14829
SpectrumIndex 2827 at 14.27 minutes; base peak 958.55 m/z with intensity 1740; TIC = 16785	14.27	1740	16785
SpectrumIndex 2828 at 14.28 minutes; base peak 960.05 m/z with intensity 1818; TIC = 19971	14.28	1818	19971
SpectrumIndex 2829 at 14.28 minutes; base peak 967.85 m/z with intensity 1940; TIC = 22361	14.28	1940	22361
SpectrumIndex 2830 at 14.28 minutes; base peak 961.6 m/z with intensity 1936; TIC = 19999	14.28	1936	19999
SpectrumIndex 2831 at 14.28 minutes; base peak 965.45 m/z with intensity 2218; TIC = 29661	14.28	2218	29661
SpectrumIndex 2832 at 14.29 minutes; base peak 957.6 m/z with intensity 1916; TIC = 22849	14.29	1916	22849
SpectrumIndex 2833 at 14.29 minutes; base peak 955.15 m/z with intensity 1738; TIC = 18675	14.29	1738	18675
SpectrumIndex 2834 at 14.29 minutes; base peak 961.75 m/z with intensity 1738; TIC = 17321	14.29	1738	17321
SpectrumIndex 2835 at 14.30 minutes; base peak 960.85 m/z with intensity 1920; TIC = 20735	14.30	1920	20735
SpectrumIndex 2836 at 14.30 minutes; base peak 957.65 m/z with intensity 1938; TIC = 20179	14.30	1938	20179
SpectrumIndex 2837 at 14.30 minutes; base peak 965.25 m/z with intensity 1696; TIC = 16385	14.30	1696	16385
SpectrumIndex 2838 at 14.31 minutes; base peak 968.95 m/z with intensity 2502; TIC = 16119	14.31	2502	16119
SpectrumIndex 2839 at 14.31 minutes; base peak 961.15 m/z with intensity 1698; TIC = 17379	14.31	1698	17379
SpectrumIndex 2840 at 14.31 minutes; base peak 958.7 m/z with intensity 1938; TIC = 17299	14.31	1938	17299
SpectrumIndex 2841 at 14.31 minutes; base peak 955.3 m/z with intensity 1698; TIC = 14303	14.31	1698	14303
SpectrumIndex 2842 at 14.32 minutes; base peak 964.45 m/z with intensity 1698; TIC = 16341	14.32	1698	16341
SpectrumIndex 2843 at 14.32 minutes; base peak 961 m/z with intensity 2734; TIC = 19541	14.32	2734	19541
SpectrumIndex 2844 at 14.32 minutes; base peak 958.3 m/z with intensity 2736; TIC = 18965	14.32	2736	18965
SpectrumIndex 2845 at 14.33 minutes; base peak 963.8 m/z with intensity 1976; TIC = 20221	14.33	1976	20221
SpectrumIndex 2846 at 14.33 minutes; base peak 958.05 m/z with intensity 1818; TIC = 18347	14.33	1818	18347
SpectrumIndex 2847 at 14.33 minutes; base peak 965 m/z with intensity 1940; TIC = 20939	14.33	1940	20939
SpectrumIndex 2848 at 14.33 minutes; base peak 956.85 m/z with intensity 3236; TIC = 25953	14.33	3236	25953
SpectrumIndex 2849 at 14.34 minutes; base peak 958.75 m/z with intensity 2178; TIC = 29851	14.34	2178	29851
SpectrumIndex 2850 at 14.34 minutes; base peak 960.7 m/z with intensity 1956; TIC = 25679	14.34	1956	25679
SpectrumIndex 2851 at 14.34 minutes; base peak 955.6 m/z with intensity 1978; TIC = 26747	14.34	1978	26747
SpectrumIndex 2852 at 14.35 minutes; base peak 965.5 m/z with intensity 1938; TIC = 28891	14.35	1938	28891
SpectrumIndex 2853 at 14.35 minutes; base peak 954.1 m/z with intensity 2216; TIC = 34775	14.35	2216	34775
SpectrumIndex 2854 at 14.35 minutes; base peak 959.3 m/z with intensity 2500; TIC = 32137	14.35	2500	32137
SpectrumIndex 2855 at 14.35 minutes; base peak 962.6 m/z with intensity 1938; TIC = 26319	14.35	1938	26319
SpectrumIndex 2856 at 14.36 minutes; base peak 958.05 m/z with intensity 2218; TIC = 26861	14.36	2218	26861
SpectrumIndex 2857 at 14.36 minutes; base peak 962.2 m/z with intensity 2218; TIC = 32479	14.36	2218	32479
SpectrumIndex 2858 at 14.36 minutes; base peak 954.9 m/z with intensity 1940; TIC = 28273	14.36	1940	28273
SpectrumIndex 2859 at 14.37 minutes; base peak 962.3 m/z with intensity 1938; TIC = 24669	14.37	1938	24669
SpectrumIndex 2860 at 14.37 minutes; base peak 964.4 m/z with intensity 3238; TIC = 28953	14.37	3238	28953
SpectrumIndex 2861 at 14.37 minutes; base peak 962.3 m/z with intensity 2498; TIC = 23069	14.37	2498	23069
SpectrumIndex 2862 at 14.37 minutes; base peak 960.25 m/z with intensity 1698; TIC = 18329	14.37	1698	18329
SpectrumIndex 2863 at 14.38 minutes; base peak 959.7 m/z with intensity 1938; TIC = 19965	14.38	1938	19965
SpectrumIndex 2864 at 14.38 minutes; base peak 958.5 m/z with intensity 1900; TIC = 17557	14.38	1900	17557
SpectrumIndex 2865 at 14.38 minutes; base peak 957.9 m/z with intensity 1700; TIC = 11689	14.38	1700	11689
SpectrumIndex 2866 at 14.39 minutes; base peak 956.2 m/z with intensity 1780; TIC = 15861	14.39	1780	15861
SpectrumIndex 2867 at 14.39 minutes; base peak 959.9 m/z with intensity 1700; TIC = 15325	14.39	1700	15325
SpectrumIndex 2868 at 14.39 minutes; base peak 954.95 m/z with intensity 2736; TIC = 18481	14.39	2736	18481
SpectrumIndex 2869 at 14.39 minutes; base peak 962.8 m/z with intensity 2738; TIC = 14825	14.39	2738	14825
SpectrumIndex 2870 at 14.40 minutes; base peak 962.05 m/z with intensity 1698; TIC = 16149	14.40	1698	16149
SpectrumIndex 2871 at 14.40 minutes; base peak 958.55 m/z with intensity 2496; TIC = 21767	14.40	2496	21767
SpectrumIndex 2872 at 14.40 minutes; base peak 957.95 m/z with intensity 1698; TIC = 17139	14.40	1698	17139
SpectrumIndex 2873 at 14.41 minutes; base peak 959 m/z with intensity 1422; TIC = 12823	14.41	1422	12823
SpectrumIndex 2874 at 14.41 minutes; base peak 956.4 m/z with intensity 2498; TIC = 18981	14.41	2498	18981
SpectrumIndex 2875 at 14.41 minutes; base peak 962.7 m/z with intensity 2176; TIC = 17493	14.41	2176	17493
SpectrumIndex 2876 at 14.42 minutes; base peak 957.4 m/z with intensity 1694; TIC = 17417	14.42	1694	17417
SpectrumIndex 2877 at 14.42 minutes; base peak 967.9 m/z with intensity 1940; TIC = 21829	14.42	1940	21829
SpectrumIndex 2878 at 14.42 minutes; base peak 959.3 m/z with intensity 1776; TIC = 19451	14.42	1776	19451
SpectrumIndex 2879 at 14.42 minutes; base peak 961.8 m/z with intensity 1938; TIC = 16581	14.42	1938	16581
SpectrumIndex 2880 at 14.43 minutes; base peak 959.95 m/z with intensity 1918; TIC = 21597	14.43	1918	21597
SpectrumIndex 2881 at 14.43 minutes; base peak 960.45 m/z with intensity 1936; TIC = 17277	14.43	1936	17277
SpectrumIndex 2882 at 14.43 minutes; base peak 960.55 m/z with intensity 1896; TIC = 16755	14.43	1896	16755
SpectrumIndex 2883 at 14.44 minutes; base peak 964.55 m/z with intensity 1698; TIC = 14497	14.44	1698	14497
SpectrumIndex 2884 at 14.44 minutes; base peak 954.25 m/z with intensity 1896; TIC = 20869	14.44	1896	20869
SpectrumIndex 2885 at 14.44 minutes; base peak 959.95 m/z with intensity 1456; TIC = 13931	14.44	1456	13931
SpectrumIndex 2886 at 14.44 minutes; base peak 962.75 m/z with intensity 1896; TIC = 19187	14.44	1896	19187
SpectrumIndex 2887 at 14.45 minutes; base peak 957.15 m/z with intensity 1420; TIC = 12669	14.45	1420	12669
SpectrumIndex 2888 at 14.45 minutes; base peak 958.1 m/z with intensity 1980; TIC = 15911	14.45	1980	15911
SpectrumIndex 2889 at 14.45 minutes; base peak 957.35 m/z with intensity 1820; TIC = 19001	14.45	1820	19001
SpectrumIndex 2890 at 14.46 minutes; base peak 962.15 m/z with intensity 1898; TIC = 17811	14.46	1898	17811
SpectrumIndex 2891 at 14.46 minutes; base peak 956.05 m/z with intensity 1818; TIC = 22589	14.46	1818	22589
SpectrumIndex 2892 at 14.46 minutes; base peak 964.35 m/z with intensity 1980; TIC = 17347	14.46	1980	17347
SpectrumIndex 2893 at 14.46 minutes; base peak 962.05 m/z with intensity 1818; TIC = 20317	14.46	1818	20317
SpectrumIndex 2894 at 14.47 minutes; base peak 960.65 m/z with intensity 1758; TIC = 22969	14.47	1758	22969
SpectrumIndex 2895 at 14.47 minutes; base peak 966.1 m/z with intensity 1698; TIC = 19827	14.47	1698	19827
SpectrumIndex 2896 at 14.47 minutes; base peak 958.65 m/z with intensity 1940; TIC = 20315	14.47	1940	20315
SpectrumIndex 2897 at 14.48 minutes; base peak 961.75 m/z with intensity 1700; TIC = 24391	14.48	1700	24391
SpectrumIndex 2898 at 14.48 minutes; base peak 962.35 m/z with intensity 1898; TIC = 19515	14.48	1898	19515
SpectrumIndex 2899 at 14.48 minutes; base peak 962.05 m/z with intensity 1918; TIC = 18803	14.48	1918	18803
SpectrumIndex 2900 at 14.48 minutes; base peak 966.95 m/z with intensity 1736; TIC = 18227	14.48	1736	18227
SpectrumIndex 2901 at 14.49 minutes; base peak 960 m/z with intensity 1936; TIC = 23079	14.49	1936	23079
SpectrumIndex 2902 at 14.49 minutes; base peak 960.15 m/z with intensity 1916; TIC = 18487	14.49	1916	18487
SpectrumIndex 2903 at 14.49 minutes; base peak 955.4 m/z with intensity 1778; TIC = 19073	14.49	1778	19073
SpectrumIndex 2904 at 14.50 minutes; base peak 954.25 m/z with intensity 1416; TIC = 10329	14.50	1416	10329
SpectrumIndex 2905 at 14.50 minutes; base peak 955.95 m/z with intensity 1938; TIC = 18545	14.50	1938	18545
SpectrumIndex 2906 at 14.50 minutes; base peak 955.6 m/z with intensity 1940; TIC = 18721	14.50	1940	18721
SpectrumIndex 2907 at 14.50 minutes; base peak 961.3 m/z with intensity 1700; TIC = 19275	14.50	1700	19275
SpectrumIndex 2908 at 14.51 minutes; base peak 959.4 m/z with intensity 1698; TIC = 16167	14.51	1698	16167
SpectrumIndex 2909 at 14.51 minutes; base peak 957.9 m/z with intensity 1816; TIC = 20773	14.51	1816	20773
SpectrumIndex 2910 at 14.51 minutes; base peak 949.65 m/z with intensity 1816; TIC = 17795	14.51	1816	17795
SpectrumIndex 2911 at 14.52 minutes; base peak 954.85 m/z with intensity 1936; TIC = 22847	14.52	1936	22847
SpectrumIndex 2912 at 14.52 minutes; base peak 963.75 m/z with intensity 1818; TIC = 24117	14.52	1818	24117
SpectrumIndex 2913 at 14.52 minutes; base peak 957.45 m/z with intensity 1938; TIC = 20799	14.52	1938	20799
SpectrumIndex 2914 at 14.53 minutes; base peak 959.15 m/z with intensity 1938; TIC = 19209	14.53	1938	19209
SpectrumIndex 2915 at 14.53 minutes; base peak 957.5 m/z with intensity 1938; TIC = 20213	14.53	1938	20213
SpectrumIndex 2916 at 14.53 minutes; base peak 955.6 m/z with intensity 1778; TIC = 21291	14.53	1778	21291
SpectrumIndex 2917 at 14.53 minutes; base peak 969.35 m/z with intensity 1936; TIC = 17911	14.53	1936	17911
SpectrumIndex 2918 at 14.54 minutes; base peak 965.3 m/z with intensity 2218; TIC = 22377	14.54	2218	22377
SpectrumIndex 2919 at 14.54 minutes; base peak 956.7 m/z with intensity 1700; TIC = 19759	14.54	1700	19759
SpectrumIndex 2920 at 14.54 minutes; base peak 958.15 m/z with intensity 1938; TIC = 16183	14.54	1938	16183
SpectrumIndex 2921 at 14.55 minutes; base peak 963.2 m/z with intensity 2176; TIC = 23773	14.55	2176	23773
SpectrumIndex 2922 at 14.55 minutes; base peak 954.15 m/z with intensity 3016; TIC = 20075	14.55	3016	20075
SpectrumIndex 2923 at 14.55 minutes; base peak 965.75 m/z with intensity 1700; TIC = 15403	14.55	1700	15403
SpectrumIndex 2924 at 14.55 minutes; base peak 964.65 m/z with intensity 2738; TIC = 19605	14.55	2738	19605
SpectrumIndex 2925 at 14.56 minutes; base peak 961.6 m/z with intensity 2498; TIC = 17541	14.56	2498	17541
SpectrumIndex 2926 at 14.56 minutes; base peak 964.8 m/z with intensity 1898; TIC = 14641	14.56	1898	14641
SpectrumIndex 2927 at 14.56 minutes; base peak 962.75 m/z with intensity 1700; TIC = 17301	14.56	1700	17301
SpectrumIndex 2928 at 14.57 minutes; base peak 961.35 m/z with intensity 1462; TIC = 15623	14.57	1462	15623
SpectrumIndex 2929 at 14.57 minutes; base peak 955.25 m/z with intensity 1898; TIC = 24125	14.57	1898	24125
SpectrumIndex 2930 at 14.57 minutes; base peak 968.75 m/z with intensity 1696; TIC = 18587	14.57	1696	18587
SpectrumIndex 2931 at 14.57 minutes; base peak 957.85 m/z with intensity 2498; TIC = 21199	14.57	2498	21199
SpectrumIndex 2932 at 14.58 minutes; base peak 967.25 m/z with intensity 2498; TIC = 16547	14.58	2498	16547
SpectrumIndex 2933 at 14.58 minutes; base peak 961.3 m/z with intensity 1982; TIC = 23687	14.58	1982	23687
SpectrumIndex 2934 at 14.58 minutes; base peak 956.75 m/z with intensity 1940; TIC = 20511	14.58	1940	20511
SpectrumIndex 2935 at 14.59 minutes; base peak 964.3 m/z with intensity 2736; TIC = 29061	14.59	2736	29061
SpectrumIndex 2936 at 14.59 minutes; base peak 963.5 m/z with intensity 1942; TIC = 24009	14.59	1942	24009
SpectrumIndex 2937 at 14.59 minutes; base peak 958.6 m/z with intensity 3258; TIC = 23623	14.59	3258	23623
SpectrumIndex 2938 at 14.59 minutes; base peak 957.05 m/z with intensity 3258; TIC = 28275	14.59	3258	28275
SpectrumIndex 2939 at 14.60 minutes; base peak 957.3 m/z with intensity 2218; TIC = 27653	14.60	2218	27653
SpectrumIndex 2940 at 14.60 minutes; base peak 964.45 m/z with intensity 1938; TIC = 20419	14.60	1938	20419
SpectrumIndex 2941 at 14.60 minutes; base peak 959.1 m/z with intensity 1658; TIC = 18121	14.60	1658	18121
SpectrumIndex 2942 at 14.61 minutes; base peak 961.4 m/z with intensity 1938; TIC = 27333	14.61	1938	27333
SpectrumIndex 2943 at 14.61 minutes; base peak 957.55 m/z with intensity 2220; TIC = 21045	14.61	2220	21045
SpectrumIndex 2944 at 14.61 minutes; base peak 960.1 m/z with intensity 1940; TIC = 22991	14.61	1940	22991
SpectrumIndex 2945 at 14.61 minutes; base peak 960.6 m/z with intensity 3236; TIC = 21905	14.61	3236	21905
SpectrumIndex 2946 at 14.62 minutes; base peak 961.3 m/z with intensity 1776; TIC = 22147	14.62	1776	22147
SpectrumIndex 2947 at 14.62 minutes; base peak 966.9 m/z with intensity 1918; TIC = 20711	14.62	1918	20711
SpectrumIndex 2948 at 14.62 minutes; base peak 955.1 m/z with intensity 1978; TIC = 22311	14.62	1978	22311
SpectrumIndex 2949 at 14.63 minutes; base peak 962.5 m/z with intensity 1936; TIC = 19899	14.63	1936	19899
SpectrumIndex 2950 at 14.63 minutes; base peak 961.9 m/z with intensity 1978; TIC = 22421	14.63	1978	22421
SpectrumIndex 2951 at 14.63 minutes; base peak 959.75 m/z with intensity 2396; TIC = 25181	14.63	2396	25181
SpectrumIndex 2952 at 14.64 minutes; base peak 963.1 m/z with intensity 2496; TIC = 25515	14.64	2496	25515
SpectrumIndex 2953 at 14.64 minutes; base peak 959.3 m/z with intensity 1978; TIC = 24519	14.64	1978	24519
SpectrumIndex 2954 at 14.64 minutes; base peak 962.7 m/z with intensity 1978; TIC = 22169	14.64	1978	22169
SpectrumIndex 2955 at 14.64 minutes; base peak 957.85 m/z with intensity 1936; TIC = 23005	14.64	1936	23005
SpectrumIndex 2956 at 14.65 minutes; base peak 957.85 m/z with intensity 1700; TIC = 17599	14.65	1700	17599
SpectrumIndex 2957 at 14.65 minutes; base peak 956.7 m/z with intensity 1700; TIC = 16777	14.65	1700	16777
SpectrumIndex 2958 at 14.65 minutes; base peak 965.7 m/z with intensity 1698; TIC = 18331	14.65	1698	18331
SpectrumIndex 2959 at 14.66 minutes; base peak 964.1 m/z with intensity 2736; TIC = 17477	14.66	2736	17477
SpectrumIndex 2960 at 14.66 minutes; base peak 955.55 m/z with intensity 1936; TIC = 17797	14.66	1936	17797
SpectrumIndex 2961 at 14.66 minutes; base peak 961.1 m/z with intensity 1420; TIC = 13047	14.66	1420	13047
SpectrumIndex 2962 at 14.66 minutes; base peak 964.85 m/z with intensity 1700; TIC = 13027	14.66	1700	13027
SpectrumIndex 2963 at 14.67 minutes; base peak 962 m/z with intensity 1420; TIC = 14369	14.67	1420	14369
SpectrumIndex 2964 at 14.67 minutes; base peak 961.55 m/z with intensity 1698; TIC = 14589	14.67	1698	14589
SpectrumIndex 2965 at 14.67 minutes; base peak 965.15 m/z with intensity 1822; TIC = 13641	14.67	1822	13641
SpectrumIndex 2966 at 14.68 minutes; base peak 966.45 m/z with intensity 1816; TIC = 14519	14.68	1816	14519
SpectrumIndex 2967 at 14.68 minutes; base peak 960.4 m/z with intensity 1900; TIC = 16025	14.68	1900	16025
SpectrumIndex 2968 at 14.68 minutes; base peak 962.35 m/z with intensity 1696; TIC = 14801	14.68	1696	14801
SpectrumIndex 2969 at 14.68 minutes; base peak 961.65 m/z with intensity 1758; TIC = 20381	14.68	1758	20381
SpectrumIndex 2970 at 14.69 minutes; base peak 961.85 m/z with intensity 1760; TIC = 16323	14.69	1760	16323
SpectrumIndex 2971 at 14.69 minutes; base peak 955.9 m/z with intensity 1978; TIC = 18859	14.69	1978	18859
SpectrumIndex 2972 at 14.69 minutes; base peak 963.3 m/z with intensity 1978; TIC = 18123	14.69	1978	18123
SpectrumIndex 2973 at 14.70 minutes; base peak 964.7 m/z with intensity 2740; TIC = 22159	14.70	2740	22159
SpectrumIndex 2974 at 14.70 minutes; base peak 965.85 m/z with intensity 1978; TIC = 20681	14.70	1978	20681
SpectrumIndex 2975 at 14.70 minutes; base peak 957.35 m/z with intensity 1978; TIC = 18719	14.70	1978	18719
SpectrumIndex 2976 at 14.70 minutes; base peak 964.5 m/z with intensity 2736; TIC = 24377	14.70	2736	24377
SpectrumIndex 2977 at 14.71 minutes; base peak 958.5 m/z with intensity 1978; TIC = 23153	14.71	1978	23153
SpectrumIndex 2978 at 14.71 minutes; base peak 959.7 m/z with intensity 1978; TIC = 19685	14.71	1978	19685
SpectrumIndex 2979 at 14.71 minutes; base peak 960.65 m/z with intensity 1976; TIC = 21777	14.71	1976	21777
SpectrumIndex 2980 at 14.72 minutes; base peak 959.35 m/z with intensity 2738; TIC = 22229	14.72	2738	22229
SpectrumIndex 2981 at 14.72 minutes; base peak 956.5 m/z with intensity 1700; TIC = 20981	14.72	1700	20981
SpectrumIndex 2982 at 14.72 minutes; base peak 961.4 m/z with intensity 2736; TIC = 26829	14.72	2736	26829
SpectrumIndex 2983 at 14.72 minutes; base peak 959.45 m/z with intensity 1700; TIC = 17847	14.72	1700	17847
SpectrumIndex 2984 at 14.73 minutes; base peak 964.35 m/z with intensity 1938; TIC = 27591	14.73	1938	27591
SpectrumIndex 2985 at 14.73 minutes; base peak 965.3 m/z with intensity 1940; TIC = 23493	14.73	1940	23493
SpectrumIndex 2986 at 14.73 minutes; base peak 960.75 m/z with intensity 1978; TIC = 24403	14.73	1978	24403
SpectrumIndex 2987 at 14.74 minutes; base peak 962.55 m/z with intensity 1938; TIC = 20925	14.74	1938	20925
SpectrumIndex 2988 at 14.74 minutes; base peak 957.55 m/z with intensity 1918; TIC = 20201	14.74	1918	20201
SpectrumIndex 2989 at 14.74 minutes; base peak 956 m/z with intensity 2818; TIC = 17321	14.74	2818	17321
SpectrumIndex 2990 at 14.75 minutes; base peak 964.1 m/z with intensity 1938; TIC = 21839	14.75	1938	21839
SpectrumIndex 2991 at 14.75 minutes; base peak 955.35 m/z with intensity 2738; TIC = 24157	14.75	2738	24157
SpectrumIndex 2992 at 14.75 minutes; base peak 960.05 m/z with intensity 2498; TIC = 19985	14.75	2498	19985
SpectrumIndex 2993 at 14.75 minutes; base peak 959.45 m/z with intensity 1778; TIC = 22421	14.75	1778	22421
SpectrumIndex 2994 at 14.76 minutes; base peak 966.3 m/z with intensity 3016; TIC = 26799	14.76	3016	26799
SpectrumIndex 2995 at 14.76 minutes; base peak 958.75 m/z with intensity 2260; TIC = 29657	14.76	2260	29657
SpectrumIndex 2996 at 14.76 minutes; base peak 957.45 m/z with intensity 2738; TIC = 22507	14.76	2738	22507
SpectrumIndex 2997 at 14.77 minutes; base peak 955.25 m/z with intensity 1698; TIC = 16999	14.77	1698	16999
SpectrumIndex 2998 at 14.77 minutes; base peak 957.85 m/z with intensity 2216; TIC = 23589	14.77	2216	23589
SpectrumIndex 2999 at 14.77 minutes; base peak 960.85 m/z with intensity 2734; TIC = 21021	14.77	2734	21021
SpectrumIndex 3000 at 14.77 minutes; base peak 960.25 m/z with intensity 1698; TIC = 19477	14.77	1698	19477
SpectrumIndex 3001 at 14.78 minutes; base peak 958.9 m/z with intensity 1938; TIC = 18913	14.78	1938	18913
SpectrumIndex 3002 at 14.78 minutes; base peak 957.1 m/z with intensity 1936; TIC = 23385	14.78	1936	23385
SpectrumIndex 3003 at 14.78 minutes; base peak 961.45 m/z with intensity 2738; TIC = 23973	14.78	2738	23973
SpectrumIndex 3004 at 14.79 minutes; base peak 962.8 m/z with intensity 1778; TIC = 21869	14.79	1778	21869
