3hr_10cGy_10r
3hr tissue water frac
GC / MS DATA FILE
1/27/2011 10:25:00 PM

HZP
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 2238 at 20.34 minutes; base peak 73.1 m/z with intensity 2609152; TIC = 6577462	20.34	2609152	6577462	203120
SpectrumIndex 2239 at 20.35 minutes; base peak 73 m/z with intensity 322496; TIC = 3975669	20.35	322496	3975669	202267
SpectrumIndex 2240 at 20.36 minutes; base peak 73 m/z with intensity 4909; TIC = 2576639	20.36	4909	2576639	180255
SpectrumIndex 2241 at 20.36 minutes; base peak 73.1 m/z with intensity 303744; TIC = 3130926	20.36	303744	3130926	154805
SpectrumIndex 2242 at 20.37 minutes; base peak 73 m/z with intensity 305024; TIC = 3895079	20.37	305024	3895079	159365
SpectrumIndex 2243 at 20.37 minutes; base peak 73.1 m/z with intensity 4875; TIC = 3988234	20.37	4875	3988234	192765
SpectrumIndex 2244 at 20.38 minutes; base peak 73 m/z with intensity 5124; TIC = 2802050	20.38	5124	2802050	234053
SpectrumIndex 2245 at 20.39 minutes; base peak 73 m/z with intensity 5162; TIC = 4422299	20.39	5162	4422299	246468
SpectrumIndex 2246 at 20.39 minutes; base peak 73 m/z with intensity 4924; TIC = 6017714	20.39	4924	6017714	217595
SpectrumIndex 2247 at 20.40 minutes; base peak 73 m/z with intensity 305216; TIC = 3985855	20.40	305216	3985855	177015
SpectrumIndex 2248 at 20.41 minutes; base peak 75 m/z with intensity 37680; TIC = 3637676	20.41	37680	3637676	162058
SpectrumIndex 2249 at 20.41 minutes; base peak 75 m/z with intensity 37448; TIC = 2533918	20.41	37448	2533918	155030
SpectrumIndex 2250 at 20.42 minutes; base peak 75 m/z with intensity 37488; TIC = 2366965	20.42	37488	2366965	152673
SpectrumIndex 2251 at 20.42 minutes; base peak 75 m/z with intensity 37384; TIC = 2112907	20.42	37384	2112907	146528
SpectrumIndex 2252 at 20.43 minutes; base peak 75 m/z with intensity 37560; TIC = 2919012	20.43	37560	2919012	137417
SpectrumIndex 2253 at 20.44 minutes; base peak 75 m/z with intensity 4638; TIC = 1643054	20.44	4638	1643054	129936
SpectrumIndex 2254 at 20.44 minutes; base peak 75 m/z with intensity 37480; TIC = 3698203	20.44	37480	3698203	136808
SpectrumIndex 2255 at 20.45 minutes; base peak 75 m/z with intensity 37472; TIC = 3963275	20.45	37472	3963275	143661
SpectrumIndex 2256 at 20.46 minutes; base peak 75 m/z with intensity 37640; TIC = 5607451	20.46	37640	5607451	150804
SpectrumIndex 2257 at 20.46 minutes; base peak 75 m/z with intensity 37536; TIC = 2341584	20.46	37536	2341584	157688
SpectrumIndex 2258 at 20.47 minutes; base peak 75 m/z with intensity 37464; TIC = 2529602	20.47	37464	2529602	159353
SpectrumIndex 2259 at 20.47 minutes; base peak 75 m/z with intensity 37592; TIC = 5003539	20.47	37592	5003539	160315
SpectrumIndex 2260 at 20.48 minutes; base peak 75 m/z with intensity 37432; TIC = 3636312	20.48	37432	3636312	152129
SpectrumIndex 2261 at 20.49 minutes; base peak 75 m/z with intensity 37544; TIC = 4182358	20.49	37544	4182358	155873
SpectrumIndex 2262 at 20.49 minutes; base peak 75 m/z with intensity 37688; TIC = 4161880	20.49	37688	4161880	160895
SpectrumIndex 2263 at 20.50 minutes; base peak 75 m/z with intensity 37832; TIC = 3881447	20.50	37832	3881447	158578
SpectrumIndex 2264 at 20.51 minutes; base peak 75 m/z with intensity 37552; TIC = 2504381	20.51	37552	2504381	146381
SpectrumIndex 2265 at 20.51 minutes; base peak 75 m/z with intensity 4658; TIC = 2598968	20.51	4658	2598968	135668
SpectrumIndex 2266 at 20.52 minutes; base peak 75 m/z with intensity 4660; TIC = 2556550	20.52	4660	2556550	129042
SpectrumIndex 2267 at 20.52 minutes; base peak 75 m/z with intensity 4652; TIC = 2036228	20.52	4652	2036228	129176
SpectrumIndex 2268 at 20.53 minutes; base peak 75 m/z with intensity 37424; TIC = 3702931	20.53	37424	3702931	145367
SpectrumIndex 2269 at 20.54 minutes; base peak 73 m/z with intensity 37504; TIC = 3598798	20.54	37504	3598798	165162
SpectrumIndex 2270 at 20.54 minutes; base peak 73.1 m/z with intensity 2472448; TIC = 5981540	20.54	2472448	5981540	188490
SpectrumIndex 2271 at 20.55 minutes; base peak 73 m/z with intensity 2483200; TIC = 5390623	20.55	2483200	5390623	204387
SpectrumIndex 2272 at 20.56 minutes; base peak 73 m/z with intensity 304640; TIC = 4647897	20.56	304640	4647897	192230
SpectrumIndex 2273 at 20.56 minutes; base peak 75 m/z with intensity 37528; TIC = 3079325	20.56	37528	3079325	166683
SpectrumIndex 2274 at 20.57 minutes; base peak 75 m/z with intensity 37480; TIC = 3739807	20.57	37480	3739807	149682
SpectrumIndex 2275 at 20.57 minutes; base peak 75 m/z with intensity 37632; TIC = 2101014	20.57	37632	2101014	141454
SpectrumIndex 2276 at 20.58 minutes; base peak 75 m/z with intensity 37408; TIC = 2583585	20.58	37408	2583585	135183
SpectrumIndex 2277 at 20.59 minutes; base peak 75 m/z with intensity 37456; TIC = 2908524	20.59	37456	2908524	127404
SpectrumIndex 2278 at 20.59 minutes; base peak 75 m/z with intensity 4667; TIC = 2898003	20.59	4667	2898003	129995
SpectrumIndex 2279 at 20.60 minutes; base peak 75 m/z with intensity 4657; TIC = 2384978	20.60	4657	2384978	135437
SpectrumIndex 2280 at 20.61 minutes; base peak 75 m/z with intensity 37800; TIC = 2647070	20.61	37800	2647070	183900
SpectrumIndex 2281 at 20.61 minutes; base peak 73 m/z with intensity 41888; TIC = 8899877	20.61	41888	8899877	372466
SpectrumIndex 2282 at 20.62 minutes; base peak 279.1 m/z with intensity 60176; TIC = 25527716	20.62	60176	25527716	911267
SpectrumIndex 2283 at 20.62 minutes; base peak 279.1 m/z with intensity 599040; TIC = 42379530	20.62	599040	42379530	1974113
SpectrumIndex 2284 at 20.63 minutes; base peak 279.1 m/z with intensity 5364224; TIC = 49927957	20.63	5364224	49927957	3440985
SpectrumIndex 2285 at 20.64 minutes; base peak 279.1 m/z with intensity 716544; TIC = 55612758	20.64	716544	55612758	4236027
SpectrumIndex 2286 at 20.64 minutes; base peak 279.1 m/z with intensity 699520; TIC = 53644393	20.64	699520	53644393	3691948
SpectrumIndex 2287 at 20.65 minutes; base peak 279.1 m/z with intensity 633984; TIC = 35284006	20.65	633984	35284006	2278035
SpectrumIndex 2288 at 20.66 minutes; base peak 279.1 m/z with intensity 4560896; TIC = 28282214	20.66	4560896	28282214	1132834
SpectrumIndex 2289 at 20.66 minutes; base peak 279.1 m/z with intensity 51824; TIC = 23019869	20.66	51824	23019869	650172
SpectrumIndex 2290 at 20.67 minutes; base peak 279.1 m/z with intensity 2743296; TIC = 15817683	20.67	2743296	15817683	481482
SpectrumIndex 2291 at 20.67 minutes; base peak 73 m/z with intensity 336768; TIC = 10631771	20.67	336768	10631771	429287
SpectrumIndex 2292 at 20.68 minutes; base peak 73 m/z with intensity 43752; TIC = 17433757	20.68	43752	17433757	453096
SpectrumIndex 2293 at 20.69 minutes; base peak 73 m/z with intensity 403776; TIC = 15532317	20.69	403776	15532317	623845
SpectrumIndex 2294 at 20.69 minutes; base peak 73 m/z with intensity 519360; TIC = 17709718	20.69	519360	17709718	1086356
SpectrumIndex 2295 at 20.70 minutes; base peak 73.1 m/z with intensity 9016; TIC = 44721795	20.70	9016	44721795	1828698
SpectrumIndex 2296 at 20.71 minutes; base peak 73 m/z with intensity 74568; TIC = 31883446	20.71	74568	31883446	2569481
SpectrumIndex 2297 at 20.71 minutes; base peak 73 m/z with intensity 74352; TIC = 50662372	20.71	74352	50662372	2519956
SpectrumIndex 2298 at 20.72 minutes; base peak 73.1 m/z with intensity 4701696; TIC = 46976414	20.72	4701696	46976414	2059439
SpectrumIndex 2299 at 20.72 minutes; base peak 202.1 m/z with intensity 664768; TIC = 30868607	20.72	664768	30868607	2060906
SpectrumIndex 2300 at 20.73 minutes; base peak 202.1 m/z with intensity 762880; TIC = 38517954	20.73	762880	38517954	2576815
SpectrumIndex 2301 at 20.74 minutes; base peak 202.1 m/z with intensity 12828; TIC = 28274692	20.74	12828	28274692	2805476
SpectrumIndex 2302 at 20.74 minutes; base peak 202.1 m/z with intensity 5896704; TIC = 41355185	20.74	5896704	41355185	2245177
SpectrumIndex 2303 at 20.75 minutes; base peak 202.1 m/z with intensity 5099520; TIC = 29102090	20.75	5099520	29102090	1374708
SpectrumIndex 2304 at 20.76 minutes; base peak 202.1 m/z with intensity 565248; TIC = 19817541	20.76	565248	19817541	747178
SpectrumIndex 2305 at 20.76 minutes; base peak 73.1 m/z with intensity 45792; TIC = 11900409	20.76	45792	11900409	452845
SpectrumIndex 2306 at 20.77 minutes; base peak 73 m/z with intensity 336704; TIC = 11201001	20.77	336704	11201001	331504
SpectrumIndex 2307 at 20.77 minutes; base peak 73.1 m/z with intensity 2589696; TIC = 13302035	20.77	2589696	13302035	271873
SpectrumIndex 2308 at 20.78 minutes; base peak 73 m/z with intensity 4914; TIC = 5114737	20.78	4914	5114737	239877
SpectrumIndex 2309 at 20.79 minutes; base peak 73 m/z with intensity 2481664; TIC = 7937805	20.79	2481664	7937805	223047
SpectrumIndex 2310 at 20.79 minutes; base peak 73.1 m/z with intensity 2463744; TIC = 6981656	20.79	2463744	6981656	215281
SpectrumIndex 2311 at 20.80 minutes; base peak 75 m/z with intensity 304256; TIC = 4030808	20.80	304256	4030808	199605
SpectrumIndex 2312 at 20.81 minutes; base peak 75 m/z with intensity 306304; TIC = 3935280	20.81	306304	3935280	191194
SpectrumIndex 2313 at 20.81 minutes; base peak 75 m/z with intensity 303232; TIC = 2690790	20.81	303232	2690790	175212
SpectrumIndex 2314 at 20.82 minutes; base peak 75 m/z with intensity 304128; TIC = 3220739	20.82	304128	3220739	176021
SpectrumIndex 2315 at 20.82 minutes; base peak 75 m/z with intensity 305024; TIC = 3610848	20.82	305024	3610848	174001
SpectrumIndex 2316 at 20.83 minutes; base peak 75 m/z with intensity 304512; TIC = 3457246	20.83	304512	3457246	173266
SpectrumIndex 2317 at 20.84 minutes; base peak 75 m/z with intensity 304448; TIC = 2830368	20.84	304448	2830368	166268
SpectrumIndex 2318 at 20.84 minutes; base peak 75 m/z with intensity 303936; TIC = 5375126	20.84	303936	5375126	163719
SpectrumIndex 2319 at 20.85 minutes; base peak 75 m/z with intensity 303552; TIC = 4129353	20.85	303552	4129353	159153
SpectrumIndex 2320 at 20.86 minutes; base peak 75 m/z with intensity 37720; TIC = 2200262	20.86	37720	2200262	156710
SpectrumIndex 2321 at 20.86 minutes; base peak 75 m/z with intensity 37696; TIC = 4281050	20.86	37696	4281050	147986
SpectrumIndex 2322 at 20.87 minutes; base peak 75 m/z with intensity 37720; TIC = 4887794	20.87	37720	4887794	145191
SpectrumIndex 2323 at 20.87 minutes; base peak 75 m/z with intensity 303104; TIC = 2741915	20.87	303104	2741915	142072
SpectrumIndex 2324 at 20.88 minutes; base peak 75 m/z with intensity 37576; TIC = 3254128	20.88	37576	3254128	140524
SpectrumIndex 2325 at 20.89 minutes; base peak 75 m/z with intensity 37840; TIC = 4763966	20.89	37840	4763966	150593
SpectrumIndex 2326 at 20.89 minutes; base peak 75 m/z with intensity 37880; TIC = 3740494	20.89	37880	3740494	156768
SpectrumIndex 2327 at 20.90 minutes; base peak 75 m/z with intensity 37616; TIC = 2717937	20.90	37616	2717937	161300
SpectrumIndex 2328 at 20.91 minutes; base peak 75 m/z with intensity 37744; TIC = 3294426	20.91	37744	3294426	166055
SpectrumIndex 2329 at 20.91 minutes; base peak 75 m/z with intensity 303552; TIC = 3945456	20.91	303552	3945456	168190
SpectrumIndex 2330 at 20.92 minutes; base peak 75 m/z with intensity 37576; TIC = 2077527	20.92	37576	2077527	167807
SpectrumIndex 2331 at 20.92 minutes; base peak 75 m/z with intensity 37792; TIC = 3604112	20.92	37792	3604112	169554
SpectrumIndex 2332 at 20.93 minutes; base peak 75 m/z with intensity 37608; TIC = 3545203	20.93	37608	3545203	160905
SpectrumIndex 2333 at 20.94 minutes; base peak 75 m/z with intensity 37672; TIC = 3044442	20.94	37672	3044442	148750
SpectrumIndex 2334 at 20.94 minutes; base peak 75 m/z with intensity 37568; TIC = 2810933	20.94	37568	2810933	145353
SpectrumIndex 2335 at 20.95 minutes; base peak 75 m/z with intensity 303360; TIC = 2436290	20.95	303360	2436290	147060
SpectrumIndex 2336 at 20.96 minutes; base peak 75 m/z with intensity 304448; TIC = 4864087	20.96	304448	4864087	152518
SpectrumIndex 2337 at 20.96 minutes; base peak 73 m/z with intensity 304640; TIC = 3153903	20.96	304640	3153903	174670
SpectrumIndex 2338 at 20.97 minutes; base peak 73.1 m/z with intensity 321344; TIC = 5294932	20.97	321344	5294932	223802
SpectrumIndex 2339 at 20.97 minutes; base peak 73 m/z with intensity 43872; TIC = 7218637	20.97	43872	7218637	295091
SpectrumIndex 2340 at 20.98 minutes; base peak 73.1 m/z with intensity 371712; TIC = 15186035	20.98	371712	15186035	371068
SpectrumIndex 2341 at 20.99 minutes; base peak 73 m/z with intensity 3006464; TIC = 19565597	20.99	3006464	19565597	405119
SpectrumIndex 2342 at 20.99 minutes; base peak 73 m/z with intensity 3010048; TIC = 15795279	20.99	3010048	15795279	400007
SpectrumIndex 2343 at 21.00 minutes; base peak 73.1 m/z with intensity 5926; TIC = 11679101	21.00	5926	11679101	413493
SpectrumIndex 2344 at 21.01 minutes; base peak 73 m/z with intensity 48064; TIC = 18880831	21.01	48064	18880831	463918
SpectrumIndex 2345 at 21.01 minutes; base peak 73.1 m/z with intensity 386880; TIC = 19489474	21.01	386880	19489474	533302
SpectrumIndex 2346 at 21.02 minutes; base peak 73 m/z with intensity 404800; TIC = 21619779	21.02	404800	21619779	648125
SpectrumIndex 2347 at 21.02 minutes; base peak 73.1 m/z with intensity 419712; TIC = 22382634	21.02	419712	22382634	730830
SpectrumIndex 2348 at 21.03 minutes; base peak 73 m/z with intensity 3115520; TIC = 17230138	21.03	3115520	17230138	636007
SpectrumIndex 2349 at 21.04 minutes; base peak 73.1 m/z with intensity 43568; TIC = 8754633	21.04	43568	8754633	452147
SpectrumIndex 2350 at 21.04 minutes; base peak 73 m/z with intensity 4889; TIC = 5621634	21.04	4889	5621634	267906
SpectrumIndex 2351 at 21.05 minutes; base peak 75 m/z with intensity 37688; TIC = 3766767	21.05	37688	3766767	174246
SpectrumIndex 2352 at 21.06 minutes; base peak 75 m/z with intensity 37648; TIC = 4393456	21.06	37648	4393456	141961
SpectrumIndex 2353 at 21.06 minutes; base peak 75 m/z with intensity 37384; TIC = 3388219	21.06	37384	3388219	137354
SpectrumIndex 2354 at 21.07 minutes; base peak 75 m/z with intensity 4637; TIC = 4276880	21.07	4637	4276880	142071
SpectrumIndex 2355 at 21.07 minutes; base peak 75 m/z with intensity 37600; TIC = 3215753	21.07	37600	3215753	138017
SpectrumIndex 2356 at 21.08 minutes; base peak 75 m/z with intensity 4661; TIC = 2258767	21.08	4661	2258767	136656
SpectrumIndex 2357 at 21.09 minutes; base peak 75 m/z with intensity 37488; TIC = 3851987	21.09	37488	3851987	132320
SpectrumIndex 2358 at 21.09 minutes; base peak 75 m/z with intensity 4668; TIC = 2329608	21.09	4668	2329608	123859
SpectrumIndex 2359 at 21.10 minutes; base peak 75 m/z with intensity 37448; TIC = 3965875	21.10	37448	3965875	130845
SpectrumIndex 2360 at 21.11 minutes; base peak 75 m/z with intensity 4669; TIC = 3083958	21.11	4669	3083958	133320
SpectrumIndex 2361 at 21.11 minutes; base peak 75 m/z with intensity 37536; TIC = 2663968	21.11	37536	2663968	140841
SpectrumIndex 2362 at 21.12 minutes; base peak 75 m/z with intensity 37472; TIC = 5012972	21.12	37472	5012972	148863
SpectrumIndex 2363 at 21.12 minutes; base peak 75 m/z with intensity 37456; TIC = 3216101	21.12	37456	3216101	150728
SpectrumIndex 2364 at 21.13 minutes; base peak 75 m/z with intensity 37704; TIC = 4152209	21.13	37704	4152209	151443
SpectrumIndex 2365 at 21.14 minutes; base peak 75 m/z with intensity 37496; TIC = 5250593	21.14	37496	5250593	140431
SpectrumIndex 2366 at 21.14 minutes; base peak 75 m/z with intensity 4668; TIC = 4329978	21.14	4668	4329978	131653
SpectrumIndex 2367 at 21.15 minutes; base peak 75 m/z with intensity 37424; TIC = 2589484	21.15	37424	2589484	130435
SpectrumIndex 2368 at 21.16 minutes; base peak 75 m/z with intensity 37504; TIC = 2104512	21.16	37504	2104512	133101
SpectrumIndex 2369 at 21.16 minutes; base peak 75 m/z with intensity 4630; TIC = 1986196	21.16	4630	1986196	125612
SpectrumIndex 2370 at 21.17 minutes; base peak 75 m/z with intensity 4650; TIC = 2605044	21.17	4650	2605044	121723
SpectrumIndex 2371 at 21.17 minutes; base peak 75 m/z with intensity 4647; TIC = 2601012	21.17	4647	2601012	118478
SpectrumIndex 2372 at 21.18 minutes; base peak 75 m/z with intensity 37488; TIC = 3518032	21.18	37488	3518032	122517
SpectrumIndex 2373 at 21.19 minutes; base peak 75 m/z with intensity 37544; TIC = 1977005	21.19	37544	1977005	127666
SpectrumIndex 2374 at 21.19 minutes; base peak 75 m/z with intensity 37408; TIC = 3089771	21.19	37408	3089771	135616
SpectrumIndex 2375 at 21.20 minutes; base peak 75 m/z with intensity 37520; TIC = 2086278	21.20	37520	2086278	142194
SpectrumIndex 2376 at 21.21 minutes; base peak 75 m/z with intensity 37424; TIC = 2403834	21.21	37424	2403834	133180
SpectrumIndex 2377 at 21.21 minutes; base peak 75 m/z with intensity 4661; TIC = 4414927	21.21	4661	4414927	125573
SpectrumIndex 2378 at 21.22 minutes; base peak 75 m/z with intensity 37432; TIC = 1625320	21.22	37432	1625320	123593
SpectrumIndex 2379 at 21.22 minutes; base peak 75 m/z with intensity 4645; TIC = 2468727	21.22	4645	2468727	114249
SpectrumIndex 2380 at 21.23 minutes; base peak 75 m/z with intensity 4643; TIC = 1797201	21.23	4643	1797201	109660
SpectrumIndex 2381 at 21.24 minutes; base peak 75 m/z with intensity 4623; TIC = 1195271	21.24	4623	1195271	104827
SpectrumIndex 2382 at 21.24 minutes; base peak 75 m/z with intensity 4637; TIC = 1837282	21.24	4637	1837282	104663
SpectrumIndex 2383 at 21.25 minutes; base peak 75 m/z with intensity 4641; TIC = 2188247	21.25	4641	2188247	105174
SpectrumIndex 2384 at 21.26 minutes; base peak 75 m/z with intensity 4642; TIC = 3024757	21.26	4642	3024757	107932
SpectrumIndex 2385 at 21.26 minutes; base peak 75 m/z with intensity 4669; TIC = 2381698	21.26	4669	2381698	113024
SpectrumIndex 2386 at 21.27 minutes; base peak 75 m/z with intensity 4670; TIC = 2854396	21.27	4670	2854396	119300
SpectrumIndex 2387 at 21.27 minutes; base peak 75.1 m/z with intensity 4622; TIC = 1448055	21.27	4622	1448055	119914
SpectrumIndex 2388 at 21.28 minutes; base peak 75 m/z with intensity 4653; TIC = 3396992	21.28	4653	3396992	123523
SpectrumIndex 2389 at 21.29 minutes; base peak 75 m/z with intensity 4627; TIC = 1409642	21.29	4627	1409642	117130
SpectrumIndex 2390 at 21.29 minutes; base peak 75 m/z with intensity 37384; TIC = 1286732	21.29	37384	1286732	111852
SpectrumIndex 2391 at 21.30 minutes; base peak 75 m/z with intensity 255808; TIC = 2244035	21.30	255808	2244035	103427
SpectrumIndex 2392 at 21.31 minutes; base peak 75 m/z with intensity 2091008; TIC = 4103662	21.31	2091008	4103662	101509
SpectrumIndex 2393 at 21.31 minutes; base peak 75 m/z with intensity 4655; TIC = 1282402	21.31	4655	1282402	104121
SpectrumIndex 2394 at 21.32 minutes; base peak 75 m/z with intensity 4647; TIC = 2826790	21.32	4647	2826790	103968
SpectrumIndex 2395 at 21.32 minutes; base peak 75 m/z with intensity 2082304; TIC = 5052145	21.32	2082304	5052145	103448
SpectrumIndex 2396 at 21.33 minutes; base peak 75 m/z with intensity 4622; TIC = 2187429	21.33	4622	2187429	110671
SpectrumIndex 2397 at 21.34 minutes; base peak 75 m/z with intensity 4619; TIC = 1323273	21.34	4619	1323273	108719
SpectrumIndex 2398 at 21.34 minutes; base peak 75 m/z with intensity 4647; TIC = 2418898	21.34	4647	2418898	113706
SpectrumIndex 2399 at 21.35 minutes; base peak 75 m/z with intensity 4632; TIC = 2344509	21.35	4632	2344509	107499
SpectrumIndex 2400 at 21.36 minutes; base peak 75 m/z with intensity 4625; TIC = 1903117	21.36	4625	1903117	109070
SpectrumIndex 2401 at 21.36 minutes; base peak 75 m/z with intensity 4627; TIC = 3129418	21.36	4627	3129418	107649
SpectrumIndex 2402 at 21.37 minutes; base peak 75 m/z with intensity 4651; TIC = 2004574	21.37	4651	2004574	120845
SpectrumIndex 2403 at 21.37 minutes; base peak 75 m/z with intensity 4666; TIC = 2261528	21.37	4666	2261528	133034
SpectrumIndex 2404 at 21.38 minutes; base peak 75 m/z with intensity 37400; TIC = 3325890	21.38	37400	3325890	146150
SpectrumIndex 2405 at 21.39 minutes; base peak 75 m/z with intensity 4654; TIC = 2804231	21.39	4654	2804231	150010
SpectrumIndex 2406 at 21.39 minutes; base peak 75 m/z with intensity 37400; TIC = 3366095	21.39	37400	3366095	147807
SpectrumIndex 2407 at 21.40 minutes; base peak 75 m/z with intensity 4647; TIC = 3648021	21.40	4647	3648021	144084
SpectrumIndex 2408 at 21.41 minutes; base peak 75 m/z with intensity 4620; TIC = 1738389	21.41	4620	1738389	135753
SpectrumIndex 2409 at 21.41 minutes; base peak 75 m/z with intensity 4634; TIC = 3836132	21.41	4634	3836132	126065
SpectrumIndex 2410 at 21.42 minutes; base peak 75 m/z with intensity 4630; TIC = 2323079	21.42	4630	2323079	112351
SpectrumIndex 2411 at 21.42 minutes; base peak 75 m/z with intensity 4627; TIC = 1617753	21.42	4627	1617753	104557
SpectrumIndex 2412 at 21.43 minutes; base peak 75 m/z with intensity 4646; TIC = 2177271	21.43	4646	2177271	103074
SpectrumIndex 2413 at 21.44 minutes; base peak 75 m/z with intensity 4616; TIC = 1918852	21.44	4616	1918852	100566
SpectrumIndex 2414 at 21.44 minutes; base peak 75 m/z with intensity 4634; TIC = 2310472	21.44	4634	2310472	102730
SpectrumIndex 2415 at 21.45 minutes; base peak 75 m/z with intensity 4612; TIC = 1558482	21.45	4612	1558482	101389
SpectrumIndex 2416 at 21.46 minutes; base peak 75 m/z with intensity 4642; TIC = 2850777	21.46	4642	2850777	102848
SpectrumIndex 2417 at 21.46 minutes; base peak 75 m/z with intensity 4618; TIC = 1499741	21.46	4618	1499741	111818
SpectrumIndex 2418 at 21.47 minutes; base peak 75 m/z with intensity 37408; TIC = 2747440	21.47	37408	2747440	131579
SpectrumIndex 2419 at 21.47 minutes; base peak 75 m/z with intensity 4650; TIC = 4495374	21.47	4650	4495374	154209
SpectrumIndex 2420 at 21.48 minutes; base peak 75 m/z with intensity 37456; TIC = 4326036	21.48	37456	4326036	175522
SpectrumIndex 2421 at 21.49 minutes; base peak 75 m/z with intensity 4657; TIC = 5339295	21.49	4657	5339295	165748
SpectrumIndex 2422 at 21.49 minutes; base peak 75 m/z with intensity 4640; TIC = 3274375	21.49	4640	3274375	146466
SpectrumIndex 2423 at 21.50 minutes; base peak 75 m/z with intensity 4636; TIC = 2430381	21.50	4636	2430381	130003
SpectrumIndex 2424 at 21.51 minutes; base peak 75 m/z with intensity 4626; TIC = 1342100	21.51	4626	1342100	118862
SpectrumIndex 2425 at 21.51 minutes; base peak 75 m/z with intensity 4620; TIC = 1550786	21.51	4620	1550786	126539
SpectrumIndex 2426 at 21.52 minutes; base peak 75 m/z with intensity 2095104; TIC = 4215868	21.52	2095104	4215868	122590
SpectrumIndex 2427 at 21.52 minutes; base peak 75 m/z with intensity 2081792; TIC = 3757571	21.52	2081792	3757571	118648
SpectrumIndex 2428 at 21.53 minutes; base peak 75 m/z with intensity 4616; TIC = 2722407	21.53	4616	2722407	109995
SpectrumIndex 2429 at 21.54 minutes; base peak 75 m/z with intensity 2092032; TIC = 4801999	21.54	2092032	4801999	100537
SpectrumIndex 2430 at 21.54 minutes; base peak 75 m/z with intensity 2082304; TIC = 3507586	21.54	2082304	3507586	100872
SpectrumIndex 2431 at 21.55 minutes; base peak 75 m/z with intensity 31672; TIC = 3487277	21.55	31672	3487277	99749
SpectrumIndex 2432 at 21.56 minutes; base peak 75 m/z with intensity 4622; TIC = 1334101	21.56	4622	1334101	104543
SpectrumIndex 2433 at 21.56 minutes; base peak 75 m/z with intensity 4644; TIC = 1570547	21.56	4644	1570547	104473
SpectrumIndex 2434 at 21.57 minutes; base peak 75 m/z with intensity 31416; TIC = 2475792	21.57	31416	2475792	112493
SpectrumIndex 2435 at 21.57 minutes; base peak 75 m/z with intensity 4624; TIC = 1577934	21.57	4624	1577934	124246
SpectrumIndex 2436 at 21.58 minutes; base peak 75 m/z with intensity 4632; TIC = 3315070	21.58	4632	3315070	130056
SpectrumIndex 2437 at 21.59 minutes; base peak 75 m/z with intensity 4613; TIC = 4146181	21.59	4613	4146181	126459
SpectrumIndex 2438 at 21.59 minutes; base peak 75 m/z with intensity 257280; TIC = 3561808	21.59	257280	3561808	121583
SpectrumIndex 2439 at 21.60 minutes; base peak 75 m/z with intensity 257472; TIC = 3470871	21.60	257472	3470871	110374
SpectrumIndex 2440 at 21.61 minutes; base peak 75 m/z with intensity 4626; TIC = 1470273	21.61	4626	1470273	108506
SpectrumIndex 2441 at 21.61 minutes; base peak 75 m/z with intensity 4642; TIC = 2180255	21.61	4642	2180255	114182
SpectrumIndex 2442 at 21.62 minutes; base peak 75 m/z with intensity 4644; TIC = 1676062	21.62	4644	1676062	109972
SpectrumIndex 2443 at 21.62 minutes; base peak 75 m/z with intensity 4636; TIC = 3312049	21.62	4636	3312049	108950
SpectrumIndex 2444 at 21.63 minutes; base peak 75 m/z with intensity 4627; TIC = 1622074	21.63	4627	1622074	104016
SpectrumIndex 2445 at 21.64 minutes; base peak 75 m/z with intensity 4623; TIC = 2699649	21.64	4623	2699649	106336
SpectrumIndex 2446 at 21.64 minutes; base peak 75 m/z with intensity 4643; TIC = 1498528	21.64	4643	1498528	108350
SpectrumIndex 2447 at 21.65 minutes; base peak 75 m/z with intensity 4634; TIC = 2151508	21.65	4634	2151508	112256
SpectrumIndex 2448 at 21.66 minutes; base peak 75 m/z with intensity 4618; TIC = 1326399	21.66	4618	1326399	111645
SpectrumIndex 2449 at 21.66 minutes; base peak 75 m/z with intensity 4663; TIC = 2214978	21.66	4663	2214978	119046
SpectrumIndex 2450 at 21.67 minutes; base peak 75 m/z with intensity 37544; TIC = 3620474	21.67	37544	3620474	127033
SpectrumIndex 2451 at 21.67 minutes; base peak 75 m/z with intensity 4646; TIC = 3560560	21.67	4646	3560560	124130
SpectrumIndex 2452 at 21.68 minutes; base peak 75 m/z with intensity 37384; TIC = 2410826	21.68	37384	2410826	122888
SpectrumIndex 2453 at 21.69 minutes; base peak 75 m/z with intensity 4662; TIC = 2011629	21.69	4662	2011629	113057
SpectrumIndex 2454 at 21.69 minutes; base peak 75 m/z with intensity 4639; TIC = 3458074	21.69	4639	3458074	109725
SpectrumIndex 2455 at 21.70 minutes; base peak 75 m/z with intensity 4664; TIC = 2673750	21.70	4664	2673750	110745
SpectrumIndex 2456 at 21.71 minutes; base peak 75 m/z with intensity 4630; TIC = 3834639	21.71	4630	3834639	104414
SpectrumIndex 2457 at 21.71 minutes; base peak 75 m/z with intensity 4629; TIC = 2911904	21.71	4629	2911904	104131
SpectrumIndex 2458 at 21.72 minutes; base peak 75 m/z with intensity 256128; TIC = 1589533	21.72	256128	1589533	100418
SpectrumIndex 2459 at 21.72 minutes; base peak 75 m/z with intensity 2093568; TIC = 3353869	21.72	2093568	3353869	98535
