3hr_10cGy_10r
3hr tissue water frac
GC / MS DATA FILE
1/27/2011 10:25:00 PM

HZP
GCMSD_1
SpectrumDescription	Minutes	BPI	TIC	TotalSignalRawFromIndex
SpectrumIndex 221 at 7.73 minutes; base peak 75 m/z with intensity 5149; TIC = 4668565	7.73	5149	4668565	162582
SpectrumIndex 222 at 7.73 minutes; base peak 75 m/z with intensity 2607616; TIC = 6867406	7.73	2607616	6867406	163649
SpectrumIndex 223 at 7.74 minutes; base peak 75 m/z with intensity 323008; TIC = 3503653	7.74	323008	3503653	169565
SpectrumIndex 224 at 7.74 minutes; base peak 75 m/z with intensity 2619904; TIC = 7959886	7.74	2619904	7959886	186799
SpectrumIndex 225 at 7.75 minutes; base peak 75 m/z with intensity 5122; TIC = 3593324	7.75	5122	3593324	211752
SpectrumIndex 226 at 7.76 minutes; base peak 75 m/z with intensity 5173; TIC = 3770585	7.76	5173	3770585	217501
SpectrumIndex 227 at 7.76 minutes; base peak 75 m/z with intensity 2619392; TIC = 5526530	7.76	2619392	5526530	194964
SpectrumIndex 228 at 7.77 minutes; base peak 75 m/z with intensity 2594304; TIC = 5433219	7.77	2594304	5433219	165340
SpectrumIndex 229 at 7.78 minutes; base peak 75 m/z with intensity 323136; TIC = 3268766	7.78	323136	3268766	153364
SpectrumIndex 230 at 7.78 minutes; base peak 75 m/z with intensity 322816; TIC = 4472846	7.78	322816	4472846	150998
SpectrumIndex 231 at 7.79 minutes; base peak 75 m/z with intensity 39904; TIC = 3771971	7.79	39904	3771971	154876
SpectrumIndex 232 at 7.79 minutes; base peak 75 m/z with intensity 320512; TIC = 3077178	7.79	320512	3077178	160202
SpectrumIndex 233 at 7.80 minutes; base peak 75 m/z with intensity 39568; TIC = 4979770	7.80	39568	4979770	165188
SpectrumIndex 234 at 7.81 minutes; base peak 75 m/z with intensity 39704; TIC = 3965790	7.81	39704	3965790	175232
SpectrumIndex 235 at 7.81 minutes; base peak 75 m/z with intensity 319872; TIC = 3359584	7.81	319872	3359584	171069
SpectrumIndex 236 at 7.82 minutes; base peak 75 m/z with intensity 319616; TIC = 3409939	7.82	319616	3409939	164570
SpectrumIndex 237 at 7.83 minutes; base peak 75 m/z with intensity 320768; TIC = 5667269	7.83	320768	5667269	170750
SpectrumIndex 238 at 7.83 minutes; base peak 75 m/z with intensity 39912; TIC = 3596260	7.83	39912	3596260	175420
SpectrumIndex 239 at 7.84 minutes; base peak 75 m/z with intensity 2597376; TIC = 7028100	7.84	2597376	7028100	194677
SpectrumIndex 240 at 7.84 minutes; base peak 75 m/z with intensity 2594816; TIC = 6480139	7.84	2594816	6480139	211164
SpectrumIndex 241 at 7.85 minutes; base peak 75 m/z with intensity 5136; TIC = 6198082	7.85	5136	6198082	239228
SpectrumIndex 242 at 7.86 minutes; base peak 102.1 m/z with intensity 41936; TIC = 3391859	7.86	41936	3391859	266435
SpectrumIndex 243 at 7.86 minutes; base peak 102.1 m/z with intensity 5407; TIC = 5711565	7.86	5407	5711565	281466
SpectrumIndex 244 at 7.87 minutes; base peak 102.1 m/z with intensity 41472; TIC = 4276355	7.87	41472	4276355	248152
SpectrumIndex 245 at 7.88 minutes; base peak 75 m/z with intensity 323136; TIC = 5123013	7.88	323136	5123013	192628
SpectrumIndex 246 at 7.88 minutes; base peak 75 m/z with intensity 39800; TIC = 3696224	7.88	39800	3696224	149363
SpectrumIndex 247 at 7.89 minutes; base peak 75 m/z with intensity 4900; TIC = 3803552	7.89	4900	3803552	133294
SpectrumIndex 248 at 7.89 minutes; base peak 75 m/z with intensity 2485760; TIC = 6803823	7.89	2485760	6803823	123934
SpectrumIndex 249 at 7.90 minutes; base peak 75 m/z with intensity 2468352; TIC = 6303338	7.90	2468352	6303338	121693
SpectrumIndex 250 at 7.91 minutes; base peak 75 m/z with intensity 4872; TIC = 3052528	7.91	4872	3052528	116180
SpectrumIndex 251 at 7.91 minutes; base peak 75 m/z with intensity 2489344; TIC = 6167526	7.91	2489344	6167526	114664
SpectrumIndex 252 at 7.92 minutes; base peak 75.1 m/z with intensity 2458624; TIC = 5364919	7.92	2458624	5364919	110539
SpectrumIndex 253 at 7.93 minutes; base peak 75 m/z with intensity 2460672; TIC = 5575043	7.93	2460672	5575043	109307
SpectrumIndex 254 at 7.93 minutes; base peak 75 m/z with intensity 306368; TIC = 2437229	7.93	306368	2437229	111107
SpectrumIndex 255 at 7.94 minutes; base peak 75 m/z with intensity 2473472; TIC = 6450699	7.94	2473472	6450699	116193
SpectrumIndex 256 at 7.94 minutes; base peak 75 m/z with intensity 2466304; TIC = 6835193	7.94	2466304	6835193	123970
SpectrumIndex 257 at 7.95 minutes; base peak 75 m/z with intensity 2468864; TIC = 4600273	7.95	2468864	4600273	123169
SpectrumIndex 258 at 7.96 minutes; base peak 75 m/z with intensity 2473472; TIC = 5397702	7.96	2473472	5397702	120466
SpectrumIndex 259 at 7.96 minutes; base peak 75 m/z with intensity 306880; TIC = 2759423	7.96	306880	2759423	111881
SpectrumIndex 260 at 7.97 minutes; base peak 75 m/z with intensity 305600; TIC = 3256361	7.97	305600	3256361	108802
SpectrumIndex 261 at 7.98 minutes; base peak 75 m/z with intensity 307072; TIC = 2967733	7.98	307072	2967733	109153
SpectrumIndex 262 at 7.98 minutes; base peak 75 m/z with intensity 2462208; TIC = 5687451	7.98	2462208	5687451	107820
SpectrumIndex 263 at 7.99 minutes; base peak 75 m/z with intensity 305856; TIC = 3247346	7.99	305856	3247346	106169
SpectrumIndex 264 at 7.99 minutes; base peak 75 m/z with intensity 307072; TIC = 3597031	7.99	307072	3597031	110161
SpectrumIndex 265 at 8.00 minutes; base peak 75 m/z with intensity 2487296; TIC = 5890402	8.00	2487296	5890402	131062
SpectrumIndex 266 at 8.01 minutes; base peak 73.1 m/z with intensity 2732032; TIC = 8361459	8.01	2732032	8361459	215366
SpectrumIndex 267 at 8.01 minutes; base peak 73.1 m/z with intensity 62336; TIC = 13348170	8.01	62336	13348170	455708
SpectrumIndex 268 at 8.02 minutes; base peak 73.1 m/z with intensity 72496; TIC = 9881896	8.02	72496	9881896	780331
SpectrumIndex 269 at 8.03 minutes; base peak 73.1 m/z with intensity 4688384; TIC = 16633389	8.03	4688384	16633389	874854
SpectrumIndex 270 at 8.03 minutes; base peak 147 m/z with intensity 70632; TIC = 10471914	8.03	70632	10471914	611291
SpectrumIndex 271 at 8.04 minutes; base peak 147 m/z with intensity 404544; TIC = 7985088	8.04	404544	7985088	310803
SpectrumIndex 272 at 8.04 minutes; base peak 147 m/z with intensity 2481664; TIC = 8427386	8.04	2481664	8427386	166139
SpectrumIndex 273 at 8.05 minutes; base peak 75 m/z with intensity 2481664; TIC = 7733359	8.05	2481664	7733359	124205
SpectrumIndex 274 at 8.06 minutes; base peak 75 m/z with intensity 2457600; TIC = 4476022	8.06	2457600	4476022	113060
SpectrumIndex 275 at 8.06 minutes; base peak 75 m/z with intensity 2461696; TIC = 5392077	8.06	2461696	5392077	115230
SpectrumIndex 276 at 8.07 minutes; base peak 75 m/z with intensity 2471936; TIC = 6473766	8.07	2471936	6473766	119950
SpectrumIndex 277 at 8.08 minutes; base peak 75 m/z with intensity 2459648; TIC = 7137359	8.08	2459648	7137359	126552
SpectrumIndex 278 at 8.08 minutes; base peak 75 m/z with intensity 2466816; TIC = 5896035	8.08	2466816	5896035	138598
SpectrumIndex 279 at 8.09 minutes; base peak 73 m/z with intensity 4884; TIC = 6384840	8.09	4884	6384840	156222
SpectrumIndex 280 at 8.09 minutes; base peak 73 m/z with intensity 5141; TIC = 6479117	8.09	5141	6479117	174261
SpectrumIndex 281 at 8.10 minutes; base peak 73.1 m/z with intensity 319488; TIC = 7321774	8.10	319488	7321774	164987
SpectrumIndex 282 at 8.11 minutes; base peak 75 m/z with intensity 2480128; TIC = 5947787	8.11	2480128	5947787	149203
SpectrumIndex 283 at 8.11 minutes; base peak 75 m/z with intensity 306048; TIC = 3104681	8.11	306048	3104681	130404
SpectrumIndex 284 at 8.12 minutes; base peak 75 m/z with intensity 305600; TIC = 3650155	8.12	305600	3650155	129074
SpectrumIndex 285 at 8.13 minutes; base peak 75 m/z with intensity 305216; TIC = 3569893	8.13	305216	3569893	122543
SpectrumIndex 286 at 8.13 minutes; base peak 75.1 m/z with intensity 303360; TIC = 3329303	8.13	303360	3329303	114540
SpectrumIndex 287 at 8.14 minutes; base peak 75 m/z with intensity 303936; TIC = 3890386	8.14	303936	3890386	112682
SpectrumIndex 288 at 8.14 minutes; base peak 75 m/z with intensity 305216; TIC = 4952110	8.14	305216	4952110	132940
SpectrumIndex 289 at 8.15 minutes; base peak 73.1 m/z with intensity 4922; TIC = 6460766	8.15	4922	6460766	195290
SpectrumIndex 290 at 8.16 minutes; base peak 73.1 m/z with intensity 2883072; TIC = 8089050	8.16	2883072	8089050	299484
SpectrumIndex 291 at 8.16 minutes; base peak 73.1 m/z with intensity 3251712; TIC = 14360908	8.16	3251712	14360908	411737
SpectrumIndex 292 at 8.17 minutes; base peak 73.1 m/z with intensity 3403264; TIC = 15299622	8.17	3403264	15299622	485216
SpectrumIndex 293 at 8.18 minutes; base peak 73.1 m/z with intensity 3272192; TIC = 15075821	8.18	3272192	15075821	480621
SpectrumIndex 294 at 8.18 minutes; base peak 73.1 m/z with intensity 45736; TIC = 15336628	8.18	45736	15336628	404553
SpectrumIndex 295 at 8.19 minutes; base peak 207 m/z with intensity 2607616; TIC = 9705635	8.19	2607616	9705635	297501
SpectrumIndex 296 at 8.19 minutes; base peak 75 m/z with intensity 4877; TIC = 5904793	8.19	4877	5904793	200725
SpectrumIndex 297 at 8.20 minutes; base peak 75 m/z with intensity 2482688; TIC = 6680632	8.20	2482688	6680632	152607
SpectrumIndex 298 at 8.21 minutes; base peak 75 m/z with intensity 2458112; TIC = 6485682	8.21	2458112	6485682	134031
SpectrumIndex 299 at 8.21 minutes; base peak 75 m/z with intensity 2460672; TIC = 5896470	8.21	2460672	5896470	143269
SpectrumIndex 300 at 8.22 minutes; base peak 75 m/z with intensity 306816; TIC = 3142366	8.22	306816	3142366	149109
SpectrumIndex 301 at 8.23 minutes; base peak 75 m/z with intensity 306304; TIC = 2532311	8.23	306304	2532311	140442
SpectrumIndex 302 at 8.23 minutes; base peak 75 m/z with intensity 306624; TIC = 1451699	8.23	306624	1451699	128044
SpectrumIndex 303 at 8.24 minutes; base peak 75 m/z with intensity 306880; TIC = 3363496	8.24	306880	3363496	116041
SpectrumIndex 304 at 8.24 minutes; base peak 75 m/z with intensity 37784; TIC = 2866769	8.24	37784	2866769	103367
SpectrumIndex 305 at 8.25 minutes; base peak 75 m/z with intensity 37856; TIC = 3228891	8.25	37856	3228891	102080
SpectrumIndex 306 at 8.26 minutes; base peak 75 m/z with intensity 37480; TIC = 2624602	8.26	37480	2624602	98469
SpectrumIndex 307 at 8.26 minutes; base peak 75 m/z with intensity 303744; TIC = 3448678	8.26	303744	3448678	100188
SpectrumIndex 308 at 8.27 minutes; base peak 75 m/z with intensity 303936; TIC = 2358593	8.27	303936	2358593	103579
SpectrumIndex 309 at 8.28 minutes; base peak 75 m/z with intensity 37832; TIC = 3510572	8.28	37832	3510572	103798
SpectrumIndex 310 at 8.28 minutes; base peak 75 m/z with intensity 303168; TIC = 3673286	8.28	303168	3673286	101871
SpectrumIndex 311 at 8.29 minutes; base peak 75 m/z with intensity 37872; TIC = 2244213	8.29	37872	2244213	100989
SpectrumIndex 312 at 8.29 minutes; base peak 75 m/z with intensity 37704; TIC = 2706360	8.29	37704	2706360	104295
SpectrumIndex 313 at 8.30 minutes; base peak 75 m/z with intensity 37736; TIC = 2271730	8.30	37736	2271730	101847
SpectrumIndex 314 at 8.31 minutes; base peak 75 m/z with intensity 305152; TIC = 4383206	8.31	305152	4383206	105532
SpectrumIndex 315 at 8.31 minutes; base peak 75 m/z with intensity 305792; TIC = 4488765	8.31	305792	4488765	115218
SpectrumIndex 316 at 8.32 minutes; base peak 75 m/z with intensity 4885; TIC = 2964319	8.32	4885	2964319	150615
SpectrumIndex 317 at 8.33 minutes; base peak 86.1 m/z with intensity 452608; TIC = 5774505	8.33	452608	5774505	320985
SpectrumIndex 318 at 8.33 minutes; base peak 86.1 m/z with intensity 632896; TIC = 19159453	8.33	632896	19159453	1023121
SpectrumIndex 319 at 8.34 minutes; base peak 86.1 m/z with intensity 828096; TIC = 28505346	8.34	828096	28505346	2863504
SpectrumIndex 320 at 8.34 minutes; base peak 86.1 m/z with intensity 13581; TIC = 42845842	8.34	13581	42845842	5543718
SpectrumIndex 321 at 8.35 minutes; base peak 86.1 m/z with intensity 894720; TIC = 60955541	8.35	894720	60955541	7232871
SpectrumIndex 322 at 8.36 minutes; base peak 86.1 m/z with intensity 880192; TIC = 40457059	8.36	880192	40457059	6285360
SpectrumIndex 323 at 8.36 minutes; base peak 86.1 m/z with intensity 6664192; TIC = 33701962	8.36	6664192	33701962	3259877
SpectrumIndex 324 at 8.37 minutes; base peak 86.1 m/z with intensity 10532; TIC = 16068245	8.37	10532	16068245	1434466
SpectrumIndex 325 at 8.38 minutes; base peak 86.1 m/z with intensity 9248; TIC = 13885309	8.38	9248	13885309	755787
SpectrumIndex 326 at 8.38 minutes; base peak 86.1 m/z with intensity 8737; TIC = 6717850	8.38	8737	6717850	481013
SpectrumIndex 327 at 8.39 minutes; base peak 86.1 m/z with intensity 52192; TIC = 5890546	8.39	52192	5890546	347027
SpectrumIndex 328 at 8.39 minutes; base peak 86.1 m/z with intensity 43952; TIC = 5607366	8.39	43952	5607366	283025
SpectrumIndex 329 at 8.40 minutes; base peak 75 m/z with intensity 2742272; TIC = 9603388	8.40	2742272	9603388	275979
SpectrumIndex 330 at 8.41 minutes; base peak 75 m/z with intensity 5398; TIC = 13111639	8.41	5398	13111639	346955
SpectrumIndex 331 at 8.41 minutes; base peak 147 m/z with intensity 3255296; TIC = 12712772	8.41	3255296	12712772	488317
SpectrumIndex 332 at 8.42 minutes; base peak 147 m/z with intensity 3793920; TIC = 18483540	8.42	3793920	18483540	602327
SpectrumIndex 333 at 8.43 minutes; base peak 147 m/z with intensity 7693; TIC = 11827350	8.43	7693	11827350	582396
SpectrumIndex 334 at 8.43 minutes; base peak 147 m/z with intensity 6702; TIC = 11199024	8.43	6702	11199024	434855
SpectrumIndex 335 at 8.44 minutes; base peak 147 m/z with intensity 2736128; TIC = 8146218	8.44	2736128	8146218	281836
SpectrumIndex 336 at 8.44 minutes; base peak 73.1 m/z with intensity 5132; TIC = 7772281	8.44	5132	7772281	217812
SpectrumIndex 337 at 8.45 minutes; base peak 73 m/z with intensity 3001344; TIC = 6290679	8.45	3001344	6290679	242796
SpectrumIndex 338 at 8.46 minutes; base peak 73 m/z with intensity 53960; TIC = 4896039	8.46	53960	4896039	285153
SpectrumIndex 339 at 8.46 minutes; base peak 73 m/z with intensity 53776; TIC = 5075129	8.46	53776	5075129	289014
SpectrumIndex 340 at 8.47 minutes; base peak 73.1 m/z with intensity 370048; TIC = 8184614	8.47	370048	8184614	232407
SpectrumIndex 341 at 8.48 minutes; base peak 75 m/z with intensity 321280; TIC = 3754365	8.48	321280	3754365	179946
SpectrumIndex 342 at 8.48 minutes; base peak 75 m/z with intensity 39880; TIC = 2639945	8.48	39880	2639945	155466
SpectrumIndex 343 at 8.49 minutes; base peak 75 m/z with intensity 39480; TIC = 2409501	8.49	39480	2409501	147945
SpectrumIndex 344 at 8.50 minutes; base peak 75 m/z with intensity 39520; TIC = 4431693	8.50	39520	4431693	148443
SpectrumIndex 345 at 8.50 minutes; base peak 75 m/z with intensity 4899; TIC = 2921802	8.50	4899	2921802	157763
SpectrumIndex 346 at 8.51 minutes; base peak 75 m/z with intensity 39472; TIC = 3551194	8.51	39472	3551194	163327
SpectrumIndex 347 at 8.51 minutes; base peak 75 m/z with intensity 39520; TIC = 4036093	8.51	39520	4036093	160161
SpectrumIndex 348 at 8.52 minutes; base peak 75 m/z with intensity 4889; TIC = 4285305	8.52	4889	4285305	143704
SpectrumIndex 349 at 8.53 minutes; base peak 75 m/z with intensity 2480640; TIC = 4547140	8.53	2480640	4547140	128751
SpectrumIndex 350 at 8.53 minutes; base peak 75 m/z with intensity 2485248; TIC = 5367989	8.53	2485248	5367989	122033
SpectrumIndex 351 at 8.54 minutes; base peak 75 m/z with intensity 2478592; TIC = 5033858	8.54	2478592	5033858	126089
SpectrumIndex 352 at 8.55 minutes; base peak 75 m/z with intensity 2469376; TIC = 7509182	8.55	2469376	7509182	139849
SpectrumIndex 353 at 8.55 minutes; base peak 75 m/z with intensity 2484224; TIC = 6650348	8.55	2484224	6650348	163867
SpectrumIndex 354 at 8.56 minutes; base peak 75 m/z with intensity 2477056; TIC = 9745535	8.56	2477056	9745535	191396
SpectrumIndex 355 at 8.56 minutes; base peak 75 m/z with intensity 2480640; TIC = 6555765	8.56	2480640	6555765	193867
SpectrumIndex 356 at 8.57 minutes; base peak 75 m/z with intensity 4877; TIC = 6763513	8.57	4877	6763513	191866
SpectrumIndex 357 at 8.58 minutes; base peak 75 m/z with intensity 4891; TIC = 4274609	8.58	4891	4274609	199018
SpectrumIndex 358 at 8.58 minutes; base peak 75 m/z with intensity 39552; TIC = 6654730	8.58	39552	6654730	240741
SpectrumIndex 359 at 8.59 minutes; base peak 73 m/z with intensity 5934; TIC = 9205900	8.59	5934	9205900	439118
SpectrumIndex 360 at 8.60 minutes; base peak 147 m/z with intensity 70256; TIC = 11740377	8.60	70256	11740377	934811
SpectrumIndex 361 at 8.60 minutes; base peak 281 m/z with intensity 601984; TIC = 25896365	8.60	601984	25896365	1744279
SpectrumIndex 362 at 8.61 minutes; base peak 281 m/z with intensity 78504; TIC = 36488830	8.61	78504	36488830	2478245
SpectrumIndex 363 at 8.61 minutes; base peak 70.1 m/z with intensity 11583; TIC = 32728348	8.61	11583	32728348	3109678
SpectrumIndex 364 at 8.62 minutes; base peak 70.1 m/z with intensity 6676992; TIC = 39747824	8.62	6676992	39747824	3548709
SpectrumIndex 365 at 8.63 minutes; base peak 70.1 m/z with intensity 13079; TIC = 37638296	8.63	13079	37638296	3608614
SpectrumIndex 366 at 8.63 minutes; base peak 70.1 m/z with intensity 103056; TIC = 35376534	8.63	103056	35376534	3922089
SpectrumIndex 367 at 8.64 minutes; base peak 86.1 m/z with intensity 13066; TIC = 46670958	8.64	13066	46670958	4877906
SpectrumIndex 368 at 8.65 minutes; base peak 86.1 m/z with intensity 6801408; TIC = 57927236	8.65	6801408	57927236	5424719
SpectrumIndex 369 at 8.65 minutes; base peak 86.1 m/z with intensity 13106; TIC = 40037494	8.65	13106	40037494	4367452
SpectrumIndex 370 at 8.66 minutes; base peak 86.1 m/z with intensity 93072; TIC = 39850967	8.66	93072	39850967	2464537
SpectrumIndex 371 at 8.66 minutes; base peak 86.1 m/z with intensity 4842496; TIC = 27602824	8.66	4842496	27602824	1152664
SpectrumIndex 372 at 8.67 minutes; base peak 86.1 m/z with intensity 500352; TIC = 9289394	8.67	500352	9289394	648777
SpectrumIndex 373 at 8.68 minutes; base peak 70.1 m/z with intensity 47968; TIC = 15415166	8.68	47968	15415166	508719
SpectrumIndex 374 at 8.68 minutes; base peak 241 m/z with intensity 2855936; TIC = 16698749	8.68	2855936	16698749	500931
SpectrumIndex 375 at 8.69 minutes; base peak 241 m/z with intensity 6657; TIC = 18897786	8.69	6657	18897786	550007
SpectrumIndex 376 at 8.70 minutes; base peak 241 m/z with intensity 54080; TIC = 14613852	8.70	54080	14613852	539155
SpectrumIndex 377 at 8.70 minutes; base peak 73.1 m/z with intensity 368960; TIC = 9931270	8.70	368960	9931270	475764
SpectrumIndex 378 at 8.71 minutes; base peak 73.1 m/z with intensity 5904; TIC = 9670816	8.71	5904	9670816	415156
SpectrumIndex 379 at 8.71 minutes; base peak 73 m/z with intensity 43952; TIC = 9460418	8.71	43952	9460418	335906
SpectrumIndex 380 at 8.72 minutes; base peak 75 m/z with intensity 5172; TIC = 4597444	8.72	5172	4597444	264996
SpectrumIndex 381 at 8.73 minutes; base peak 75 m/z with intensity 2600960; TIC = 7637568	8.73	2600960	7637568	235196
SpectrumIndex 382 at 8.73 minutes; base peak 75 m/z with intensity 2594816; TIC = 8631768	8.73	2594816	8631768	224693
